h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9,h_1_10,h_1_11,h_1_12,h_1_13,h_1_14,h_1_15,h_1_16,h_1_17,h_1_18,h_1_19,h_1_20,h_1_21,h_1_22,h_1_23,h_1_24,h_1_25,h_1_26,h_1_27,h_1_28,h_1_29,h_1_30,h_1_31,h_1_32,h_1_33,h_1_34,h_1_35,h_1_36,h_1_37,h_1_38,h_1_39,h_1_40,h_1_41,h_1_42,h_1_43,h_1_44,h_1_45,h_1_46,h_1_47,h_1_48,h_1_49,h_1_50,h_1_51,h_1_52,h_1_53,h_1_54,h_1_55,h_1_56,h_1_57,h_1_58,h_1_59,h_1_60,h_1_61,h_1_62,h_1_63,h_1_64,h_1_65,h_1_66,h_1_67,h_1_68,h_1_69,h_1_70,h_1_71,h_1_72,h_1_73,h_1_74,h_1_75,h_1_76,h_1_77,h_1_78,h_1_79,h_1_80,h_1_81,h_1_82,h_1_83,h_1_84,h_1_85,h_1_86,h_1_87,h_1_88,h_1_89,h_1_90,h_1_91,h_1_92,h_1_93,h_1_94,h_1_95,h_1_96,h_1_97,h_1_98,h_1_99
-1.0,0.9999385,1.0,-0.9934198,-0.5716846,0.5188828,0.9944333,-1.0,0.9998284,0.9997209,0.99902636,0.9997931,-0.99984556,-0.99987495,0.99961364,0.65871525,-0.7704968,0.99995977,0.9999992,-0.9995273,-0.9999937,-0.8990735,0.99931455,-0.16101658,0.99984425,-0.8495733,0.9999994,-1.0,0.9989827,-0.9999206,0.9981492,-1.0,-0.8074966,-0.64961624,0.999914,-0.7404232,-0.99096346,0.9999178,1.0,0.9999957,-0.9986859,0.99971616,-0.9998728,-0.99906665,-0.917813,0.99996674,0.9995111,-0.9999999,-0.99878377,1.0,-0.99999905,-0.9975405,-1.0,-0.99932176,-0.99999696,0.99996006,0.9999608,0.4561135,0.99954987,-0.64371246,0.99847615,-0.9999532,-0.8356765,-0.99981654,0.7361034,-0.6942304,-0.63284695,0.99996513,0.99984235,0.95035005,-0.9999998,-0.39695472,-0.999997,-0.36831522,-0.9999999,-0.9998979,-1.0,-0.9999982,-0.99982065,-0.9999164,-0.5668726,0.99987453,-0.9993847,-0.4735297,-0.5816687,-0.9999786,-0.9999956,0.99996823,0.008141564,-0.99944997,0.999945,-0.9996379,1.0,1.0,-0.99999815,-0.54555446,-0.9999663,1.0,-0.58793086,0.9989842
-1.0,0.999978,1.0,-0.99997455,0.5988711,-0.7400018,0.99988705,-1.0,0.999948,0.99991983,0.99968594,0.9999839,-0.999897,-0.9999681,0.9999361,-0.8027869,0.7234544,0.9999922,0.99999964,-0.9997901,-0.99999917,0.64059895,0.9997765,0.9606657,0.99991786,-0.091082826,0.9999998,-1.0,0.9996521,-0.99998873,0.9663036,-1.0,0.63914156,0.7392193,0.99998313,0.8127608,-0.99906075,0.99996656,1.0,0.9999997,-0.9999193,0.99992454,-0.9999549,-0.9998539,-0.38203797,0.9999853,0.9997167,-1.0,-0.99958915,1.0,-0.9999995,-0.9999037,-1.0,-0.99978304,-0.9999993,0.9999373,0.99998003,-0.91789716,0.99999326,0.83258474,0.99825436,-0.99999046,-0.2754674,-0.9999591,-0.27241728,0.83859277,0.9471429,0.9998485,0.9999825,-0.07227857,-1.0,0.75794387,-0.9999999,0.7736528,-1.0,-0.9999124,-1.0,-0.9999987,-0.9998989,-0.99998945,0.89916307,0.99998116,-0.9990176,0.7915001,0.8224752,-0.99998754,-0.9999995,0.9999951,0.7416255,-0.9997347,0.9999891,-0.99984115,1.0,1.0,-0.99999976,0.6947399,-0.99999356,1.0,0.8736441,0.9999093
-1.0,0.9999705,1.0,-0.999891,0.5326714,-0.40447754,0.9999457,-1.0,0.99998045,0.99995273,0.9997355,0.9999965,-0.9999178,-0.99995625,0.9999176,-0.04407226,0.21662904,0.9999871,0.9999995,-0.999884,-0.9999966,0.5527823,0.9998107,0.95283574,0.9998701,-0.61897117,0.99999994,-1.0,0.9997772,-0.99999565,0.9828164,-1.0,0.5134342,0.57291347,0.9999764,0.61812073,-0.9989797,0.9999258,1.0,0.9999997,-0.9998429,0.99992985,-0.99989885,-0.9999235,-0.53139794,0.9999837,0.99913543,-1.0,-0.99955094,1.0,-0.9999998,-0.9999124,-1.0,-0.9998611,-0.9999993,0.99991566,0.9999724,-0.75478506,0.99998665,0.3638644,0.99880415,-0.99999064,0.12749015,-0.99996865,-0.10640166,0.63462716,0.6513657,0.99995667,0.99999124,0.5003878,-1.0,0.5106972,-0.9999999,0.311983,-1.0,-0.99996275,-1.0,-0.99999934,-0.99998116,-0.99999267,0.54945105,0.9999784,-0.9999166,0.6107001,0.22484699,-0.9999626,-0.9999997,0.99999416,0.7245924,-0.9996272,0.9999897,-0.99980944,1.0,1.0,-1.0,0.6038003,-0.99999875,1.0,0.58484256,0.99991465
-1.0,0.99999195,1.0,-0.99965394,-0.64299864,0.7779494,0.99972844,-1.0,0.99998605,0.99997586,0.9998123,0.999962,-0.9999774,-0.9999872,0.9999616,0.805953,-0.92826873,0.99999803,0.9999999,-0.99991167,-0.99999887,-0.8980158,0.99990803,0.5759042,0.99999404,-0.9635795,1.0,-1.0,0.99987024,-0.99999547,0.9994844,-1.0,-0.91723424,-0.77984476,0.99999106,-0.8006556,-0.99879575,0.99998605,1.0,0.9999997,-0.9997183,0.9999307,-0.999942,-0.99989957,-0.8865941,0.9999964,0.999898,-1.0,-0.99958694,1.0,-1.0,-0.9998592,-1.0,-0.9997886,-0.9999999,0.9999925,0.99999255,0.5123282,0.999924,-0.9127169,0.9993137,-0.9999946,-0.9068974,-0.999985,0.8219731,-0.71727395,-0.69242424,0.9999984,0.9999931,0.97440934,-1.0,-0.87089854,-0.9999998,-0.70891184,-1.0,-0.9999758,-1.0,-0.9999998,-0.9999902,-0.9999874,-0.7248524,0.99998665,-0.9999363,-0.74534935,-0.8187641,-0.99999714,-1.0,0.9999977,-0.42853934,-0.99966234,0.99999285,-0.9999269,1.0,1.0,-1.0,-0.63347,-0.9999989,1.0,-0.6112085,0.99992853
-1.0,0.99992025,1.0,-0.98974764,-0.7966084,0.6329501,0.99759007,-1.0,0.9997541,0.99967957,0.99917006,0.9999214,-0.9996507,-0.9998052,0.9990747,0.8222534,-0.6724665,0.999907,0.99999774,-0.9993366,-0.9999877,-0.5985661,0.99883,-0.0674092,0.999602,-0.87288266,0.999998,-1.0,0.9988999,-0.9999071,0.9992404,-1.0,-0.4003078,-0.44602793,0.999917,-0.8240958,-0.98776174,0.9997429,1.0,0.9999914,-0.9970045,0.99967647,-0.9997068,-0.9988689,-0.8988843,0.9999331,0.9981029,-0.9999998,-0.9991318,1.0,-0.9999981,-0.998784,-1.0,-0.9996506,-0.99999183,0.9998709,0.9999357,0.72786444,0.9993809,-0.55777997,0.995455,-0.99996656,-0.34756833,-0.99964,0.6218065,-0.6643346,-0.554086,0.99991363,0.9996514,0.95505565,-0.9999995,-0.49734968,-0.99998534,-0.3384987,-0.99999994,-0.9997873,-1.0000001,-0.99999714,-0.9998436,-0.999813,-0.5238614,0.99982744,-0.9993878,-0.74289507,-0.58836776,-0.99985427,-0.99999446,0.99996483,0.18220387,-0.9993238,0.99993473,-0.99951375,1.0,1.0,-0.9999968,-0.527818,-0.99993926,1.0,-0.48686245,0.99907106
-0.9999995,0.9998784,1.0,-0.9991259,0.7612619,-0.74350536,0.99982196,-1.0,0.9998177,0.99952745,0.9986188,0.9999939,-0.9993531,-0.99899465,0.9985487,-0.531162,0.72731924,0.9998534,0.9999785,-0.9992366,-0.9999816,0.8023268,0.9981724,0.9382662,0.9940054,0.23445344,0.9999966,-1.0,0.9990658,-0.999896,0.9457222,-1.0,0.8819922,0.56545466,0.9998898,0.6427287,-0.9962115,0.99957293,1.0,0.99999297,-0.99909776,0.99903375,-0.99903065,-0.9992099,0.02757953,0.9998883,0.95722795,-0.9999997,-0.99907076,1.0,-0.99998885,-0.99918926,-1.0,-0.9994519,-0.999982,0.9996963,0.999896,-0.37622195,0.9996896,0.8114193,0.99288136,-0.9999621,0.5762661,-0.9994006,-0.637332,0.80892825,0.5862043,0.999125,0.99987435,-0.015056039,-0.9999989,0.6388446,-0.99997467,0.67238045,-1.0,-0.99972874,-0.9999998,-0.99995685,-0.9996715,-0.9999214,0.8013996,0.99972975,-0.992983,0.70870906,0.68520695,-0.99937797,-0.99999243,0.9999356,0.863927,-0.99835175,0.99987596,-0.9994228,0.9999999,1.0,-0.99999046,0.74639195,-0.99995476,1.0,0.7118787,0.9994115
-1.0,0.9999853,1.0,-0.9977592,-0.9317857,0.9415601,0.99942684,-1.0,0.99997634,0.9999058,0.99985826,0.99993813,-0.99993515,-0.99997133,0.99983317,0.94309753,-0.9361746,0.99998814,1.0,-0.9997338,-0.9999984,-0.9194628,0.99983644,-0.33295545,0.99998033,-0.9773101,0.9999998,-1.0,0.9995584,-0.9999793,0.99965173,-1.0,-0.8852818,-0.7421123,0.9999784,-0.9294354,-0.986048,0.99997634,1.0,0.999999,-0.99903554,0.99990714,-0.9999549,-0.9997113,-0.98106766,0.9999945,0.99955046,-0.99999994,-0.99939173,1.0,-0.9999999,-0.9992977,-1.0,-0.9997179,-0.9999997,0.99998397,0.9999884,0.84574795,0.9998687,-0.9475919,0.99874836,-0.99998486,-0.82005584,-0.9999362,0.8691279,-0.8507906,-0.81165755,0.9999937,0.99993014,0.98938906,-0.99999994,-0.7940376,-0.9999998,-0.90021896,-1.0,-0.99997807,-1.0,-0.9999999,-0.9999809,-0.9999494,-0.818542,0.9999548,-0.9999397,-0.7738224,-0.9161274,-0.9999864,-0.99999934,0.99999,-0.81416965,-0.9996581,0.9999795,-0.9999146,1.0,1.0,-0.9999997,-0.86898685,-0.999993,1.0,-0.9360175,0.9997747
-1.0,0.9999678,1.0,-0.9918099,-0.84651804,0.8883175,0.9990931,-1.0,0.9999058,0.9997759,0.99963325,0.99996054,-0.99984807,-0.9998949,0.9997725,0.9839332,-0.9068236,0.9999752,0.9999995,-0.99974865,-0.9999961,-0.8160086,0.99937594,-0.52438456,0.9998483,-0.97253567,0.9999995,-1.0,0.9993228,-0.99995893,0.9995291,-1.0,-0.81674594,-0.586494,0.99995995,-0.91931564,-0.9889968,0.9999512,1.0,0.99999714,-0.997925,0.9998288,-0.99971056,-0.9996468,-0.9394879,0.9999774,0.99865574,-1.0000001,-0.9992597,1.0,-0.9999997,-0.9991139,-1.0,-0.9996317,-0.9999988,0.9999181,0.9999608,0.92179775,0.999529,-0.8829415,0.99715805,-0.9999782,-0.5771439,-0.9999006,0.85202205,-0.8442752,-0.83099496,0.9999851,0.99991894,0.9839767,-0.9999998,-0.87041193,-0.99999833,-0.91912675,-1.0,-0.9999544,-1.0,-0.99999905,-0.999963,-0.9999045,-0.8930067,0.99992496,-0.9999212,-0.84344167,-0.9309729,-0.9999651,-0.9999983,0.99996233,-0.7256859,-0.99957675,0.99994445,-0.99981856,1.0,1.0,-0.99999905,-0.8724437,-0.999983,1.0,-0.9252406,0.9996019
-0.99999994,0.99992293,1.0,-0.9946591,-0.8179567,0.91434336,0.999987,-1.0,0.99998724,0.99990195,0.999626,0.9999921,-0.99952143,-0.99961674,0.99992526,0.99300104,-0.9170053,0.99998105,0.9999964,-0.9999172,-0.99999917,-0.9812931,0.99955595,0.35259977,0.99997306,-0.9027111,0.9999999,-1.0,0.9996198,-0.9999759,0.99763185,-1.0,-0.9233141,-0.775461,0.99995387,-0.86407155,-0.99323285,0.999938,1.0,0.9999972,-0.99806833,0.99972284,-0.9996381,-0.99978197,-0.8447023,0.99996364,0.950073,-1.0,-0.99944186,1.0,-0.99999976,-0.99958205,-1.0,-0.99952155,-0.9999994,0.9999938,0.9999698,0.99502397,0.99240774,-0.910218,0.999529,-0.999998,-0.6669191,-0.9998715,0.89070135,-0.9580712,-0.99428344,0.99999577,0.99988556,0.9680849,-0.99999994,-0.99873424,-0.99999803,-0.9754654,-1.0,-0.99996436,-1.0,-1.0,-0.9999937,-0.9999752,-0.880041,0.999954,-0.9999984,-0.6809974,-0.99172574,-0.999973,-0.99999976,0.9999672,-0.9279285,-0.9992724,0.99998826,-0.999868,1.0,1.0,-0.9999996,-0.7746568,-0.999998,1.0,-0.9147998,0.99981725
-1.0,0.9999856,1.0,-0.9904567,-0.95528775,0.9311214,0.9969022,-1.0,0.99993545,0.99987805,0.99955904,0.99940026,-0.99996275,-0.9999823,0.9998797,0.99380624,-0.99206245,0.9999821,1.0,-0.99986655,-0.9999993,-0.98896873,0.9998452,-0.7292974,0.99999493,-0.9980683,0.9999999,-1.0,0.99957585,-0.9999817,0.9999545,-1.0,-0.987821,-0.9325364,0.99998146,-0.99047303,-0.97989863,0.9999632,1.0,0.9999992,-0.99933964,0.9998859,-0.9999452,-0.9997121,-0.97953564,0.99999183,0.99990314,-1.0,-0.9995104,1.0,-1.0000001,-0.99945635,-1.0,-0.99974066,-0.9999999,0.99997526,0.99998546,0.9729257,0.99903995,-0.9838807,0.9987485,-0.9999883,-0.9442802,-0.9999564,0.9762202,-0.99246264,-0.977756,0.9999977,0.99992186,0.99781024,-1.0,-0.97709626,-0.9999961,-0.9447535,-1.0,-0.9999731,-1.0,-0.9999998,-0.99998856,-0.9999403,-0.9782369,0.9999722,-0.9999694,-0.9751303,-0.9899229,-0.99999875,-0.99999964,0.9999923,-0.8835137,-0.9997835,0.99998385,-0.99974734,1.0,1.0,-0.9999999,-0.96564424,-0.9999942,1.0,-0.9225276,0.9997892
-1.0,0.99998015,1.0,-0.9999617,0.6459239,-0.7690904,0.99997526,-1.0,0.99996126,0.9999426,0.99957025,0.9999893,-0.9998486,-0.9999292,0.99993545,-0.64143527,0.75009227,0.9999927,0.9999994,-0.9998753,-0.99999803,-0.120009325,0.99973977,0.9792613,0.99994695,0.23890322,1.0,-1.0,0.99967027,-0.9999936,0.89440763,-1.0,0.4361227,0.65030867,0.99998885,0.80851513,-0.9993215,0.99995494,1.0,0.9999994,-0.9998877,0.9999366,-0.99979156,-0.9999347,-0.23262864,0.99998987,0.9936509,-1.0,-0.99968636,1.0,-0.9999999,-0.99977624,-1.0,-0.9997106,-0.9999992,0.9999847,0.99998826,-0.5526169,0.9999615,0.80899113,0.9994188,-0.9999972,-0.22202021,-0.9999308,-0.23378429,0.78448474,0.49933255,0.99996156,0.9999927,-0.22803587,-1.0,-0.53399837,-0.99999905,0.5822951,-1.0,-0.99997455,-1.0,-0.9999996,-0.99997544,-0.9999969,0.80316377,0.9999688,-0.9998911,0.85251987,0.48458058,-0.99998087,-0.9999998,0.99999726,0.5889223,-0.9996272,0.9999893,-0.9998959,1.0,1.0,-0.9999999,0.6039079,-0.9999985,1.0,0.82292724,0.9999053
-1.0,0.99997383,1.0,-0.99737,-0.73399395,0.91211677,0.99988645,-1.0,0.9999737,0.9999075,0.99961454,0.99999434,-0.99990445,-0.9999278,0.9999395,0.99195266,-0.9711031,0.99998784,0.9999995,-0.99991465,-0.9999987,-0.9413505,0.9996187,0.16955487,0.99996924,-0.9844505,0.99999994,-1.0,0.99957246,-0.99998254,0.99848574,-1.0,-0.8709603,-0.8128618,0.9999707,-0.8990282,-0.9977254,0.9999779,1.0,0.99999917,-0.9993857,0.999795,-0.99990076,-0.9997487,-0.9292317,0.999988,0.99944854,-1.0,-0.99962264,1.0,-1.0,-0.99968,-1.0,-0.99959177,-0.9999995,0.999964,0.99997765,0.9850796,0.998574,-0.94567275,0.99919707,-0.9999937,-0.73278004,-0.99994534,0.91176504,-0.9465556,-0.9847207,0.9999986,0.9999768,0.970277,-1.0,-0.97265387,-0.9999995,-0.97811073,-1.0,-0.9999551,-1.0,-0.9999998,-0.99999213,-0.99998087,-0.96039855,0.999978,-0.9999958,-0.80004036,-0.9808942,-0.999996,-0.99999976,0.9999816,-0.9100505,-0.999765,0.9999849,-0.99988675,1.0,1.0,-0.99999976,-0.9445725,-0.99999875,1.0,-0.96662396,0.99984527
-1.0,0.9999814,1.0,-0.9970213,-0.809112,0.884147,0.9998189,-1.0,0.9999489,0.99993324,0.9994859,0.9999683,-0.99988097,-0.9999479,0.9998045,0.9788383,-0.9482481,0.99998605,0.99999905,-0.99985284,-0.99999803,-0.8987899,0.9997152,0.19460121,0.99997383,-0.9674089,0.9999999,-1.0,0.999852,-0.99998343,0.999706,-1.0,-0.93708974,-0.81604135,0.99998206,-0.92615557,-0.9969644,0.9999635,1.0,0.9999994,-0.9995845,0.99978423,-0.9998331,-0.9997867,-0.8470994,0.99998444,0.99866116,-1.0,-0.9995609,1.0,-1.0,-0.99965626,-1.0,-0.9997639,-0.99999917,0.9999741,0.9999712,0.9380477,0.9992723,-0.93769443,0.9987265,-0.9999945,-0.86094135,-0.99994075,0.9172382,-0.9455438,-0.93884826,0.9999959,0.9999546,0.9870868,-1.0,-0.9636733,-0.99999946,-0.91049594,-1.0,-0.9999614,-1.0,-0.99999976,-0.99998844,-0.9999617,-0.91055864,0.9999674,-0.9999719,-0.86358184,-0.97233343,-0.99999386,-0.9999995,0.9999924,-0.67287225,-0.9996976,0.9999879,-0.999825,1.0,1.0,-0.9999999,-0.8595693,-0.9999962,1.0,-0.9194459,0.9998675
-1.0,0.9999663,1.0,-0.99172914,-0.946166,0.95438415,0.9933068,-1.0,0.99990284,0.99983644,0.9995866,0.9994257,-0.99989253,-0.9999717,0.9997544,0.98100287,-0.9714817,0.9999765,0.9999998,-0.99949217,-0.9999986,-0.9580091,0.9994753,-0.5708342,0.99997914,-0.99350953,0.9999994,-1.0,0.99939346,-0.9999466,0.999964,-1.0,-0.9394052,-0.85705775,0.9999451,-0.9736264,-0.9909881,0.99994916,1.0,0.99999845,-0.998666,0.999887,-0.9998782,-0.9996291,-0.9862465,0.999983,0.99996746,-0.9999998,-0.9994244,1.0,-0.9999998,-0.9991657,-1.0,-0.9996034,-0.999998,0.9999099,0.99995816,0.83789927,0.99957585,-0.97797155,0.99454755,-0.999946,-0.9244146,-0.99991703,0.9448449,-0.95708954,-0.7760697,0.9999832,0.9997712,0.99457955,-0.9999998,-0.7988866,-0.99999917,-0.9157653,-1.0,-0.9999295,-1.0,-0.99999946,-0.99994296,-0.99982744,-0.93653405,0.9999481,-0.9999345,-0.9457608,-0.963796,-0.9999959,-0.9999973,0.99998105,-0.76614547,-0.99955606,0.9999531,-0.9997718,1.0,1.0,-0.99999934,-0.945966,-0.9999279,1.0,-0.92667264,0.9996799
-1.0,0.9999677,1.0,-0.9936382,-0.80879617,0.7182266,0.999191,-1.0,0.9998954,0.99979687,0.99949664,0.9998483,-0.9998378,-0.9999389,0.9998156,0.89843976,-0.8800157,0.9999815,0.99999917,-0.999638,-0.99999106,-0.9237302,0.9996303,0.21316382,0.99992496,-0.8979386,0.99999976,-1.0,0.9995185,-0.9999733,0.9993343,-1.0,-0.8806108,-0.5045554,0.9999458,-0.8919626,-0.9952524,0.9999452,1.0,0.9999979,-0.9993695,0.99975854,-0.9997483,-0.9996116,-0.86244124,0.99998236,0.9963234,-1.0,-0.9991608,1.0,-0.9999998,-0.9992693,-1.0,-0.99951446,-0.9999989,0.999972,0.9999727,0.88020194,0.9991927,-0.8978784,0.9982557,-0.99998605,-0.71187526,-0.9998769,0.7716178,-0.90001315,-0.8360723,0.9999918,0.99989355,0.9831659,-0.9999999,-0.8248564,-0.99999595,-0.7728641,-1.0,-0.9999478,-1.0,-0.9999999,-0.999962,-0.9999471,-0.8113945,0.99993056,-0.9999012,-0.82647085,-0.9372936,-0.9999741,-0.99999917,0.99998707,-0.2029728,-0.999661,0.99996835,-0.9998404,1.0,1.0,-0.9999995,-0.6489673,-0.9999923,1.0,-0.73718035,0.9996896
-1.0,0.99998707,1.0,-0.99370855,-0.9508826,0.9243196,0.9989656,-1.0,0.9999067,0.99990976,0.99965495,0.99981326,-0.9999315,-0.9999494,0.9998423,0.9850673,-0.9841615,0.9999856,0.9999996,-0.9996567,-0.9999936,-0.969325,0.99975836,-0.02968401,0.99997526,-0.99228245,0.9999998,-1.0,0.9997067,-0.99998116,0.99973375,-1.0,-0.9485942,-0.86519456,0.99997824,-0.98344153,-0.99232286,0.99996704,1.0,0.99999803,-0.99934036,0.99965143,-0.9998543,-0.9995671,-0.9727073,0.9999745,0.9992267,-1.0000001,-0.99909955,1.0,-0.99999976,-0.99945587,-1.0,-0.999484,-0.99999964,0.9999711,0.99996305,0.9716866,0.99912786,-0.98222077,0.99799865,-0.9999916,-0.90533704,-0.99991333,0.950718,-0.9830889,-0.9496291,0.9999986,0.9998863,0.9860349,-1.0000001,-0.9664119,-0.9999988,-0.9690632,-1.0,-0.9999688,-1.0,-0.9999999,-0.999983,-0.99996275,-0.93790984,0.9999644,-0.99997216,-0.9113587,-0.98171735,-0.9999863,-0.99999964,0.99998885,-0.7823729,-0.9996228,0.99996644,-0.9998946,1.0,1.0,-0.9999995,-0.91608286,-0.99999297,1.0,-0.9151155,0.999847
-1.0,0.99999523,1.0,-0.99764216,-0.7017276,0.8410699,0.9863388,-1.0,0.9999118,0.9999631,0.9998841,0.99987334,-0.9999768,-0.9999938,0.9996226,0.6686999,-0.9382115,0.9999905,1.0,-0.9997721,-0.9999995,-0.9109347,0.9998982,-0.4837993,0.9999734,-0.9740115,0.9999999,-1.0,0.99974185,-0.99997586,0.9999411,-1.0,-0.84016836,-0.8142887,0.9999903,-0.9210663,-0.9960982,0.999977,1.0,0.9999995,-0.99963826,0.99997306,-0.99998635,-0.9998081,-0.95452136,0.99999356,0.9999936,-1.0,-0.9996733,1.0,-0.9999999,-0.9996063,-1.0,-0.9999009,-0.9999992,0.99998105,0.99999285,0.26402566,0.9999443,-0.8968147,0.9979104,-0.9999767,-0.8760568,-0.9999742,0.9088328,-0.7057609,-0.33822182,0.99999416,0.9999852,0.99091667,-0.99999994,0.42425945,-0.99999934,-0.48503724,-1.0,-0.9999417,-1.0,-0.9999999,-0.99994844,-0.9998966,-0.7734236,0.9999879,-0.9995004,-0.80155945,-0.315795,-0.999996,-0.9999994,0.99999803,0.14290358,-0.999794,0.9999908,-0.9997895,1.0,1.0,-1.0000001,-0.7632266,-0.9999847,1.0,-0.7351925,0.9996341
-1.0,0.99997795,1.0,-0.99717,-0.91547614,0.93084,0.9999066,-1.0,0.9999646,0.99995154,0.99967307,0.99985564,-0.9999265,-0.9999746,0.9999125,0.97244835,-0.87046224,0.9999949,0.99999976,-0.99991626,-0.99999785,-0.9854536,0.9998158,-0.17729805,0.99999744,-0.90097225,0.9999999,-1.0,0.9995455,-0.99998915,0.99965596,-1.0,-0.95391905,-0.90747875,0.99999136,-0.9574516,-0.9938607,0.99997026,1.0,0.99999905,-0.99875784,0.99984217,-0.999827,-0.9998262,-0.9433523,0.99999535,0.99786884,-1.0,-0.9995695,1.0,-1.0,-0.99971604,-1.0,-0.99958086,-0.99999976,0.9999903,0.99998367,0.9484601,0.9996069,-0.9293899,0.9993736,-0.9999963,-0.8575307,-0.99996126,0.9327941,-0.90008426,-0.9047159,0.99999744,0.9999453,0.9926089,-0.99999994,-0.9935842,-0.9999996,-0.92824763,-1.0,-0.9999914,-1.0,-0.99999994,-0.9999909,-0.9999886,-0.8972188,0.9999746,-0.99999195,-0.8337555,-0.9729815,-0.99999505,-0.9999999,0.99999297,-0.8891511,-0.9996692,0.9999933,-0.99989235,1.0,1.0,-0.99999976,-0.8608513,-0.99999774,1.0,-0.94634867,0.9999265
-1.0,0.9999721,1.0,-0.99399346,-0.9607431,0.95924026,0.99972904,-1.0,0.9999822,0.9999148,0.9998162,0.99996483,-0.9998788,-0.9999417,0.9999193,0.9884908,-0.9808373,0.99998784,0.99999976,-0.99983925,-0.99999815,-0.98885196,0.9997635,-0.51652074,0.99998283,-0.9852415,0.9999999,-1.0,0.9996646,-0.9999789,0.9996535,-1.0,-0.9550441,-0.8785132,0.9999662,-0.9657465,-0.9911497,0.99998134,1.0,0.99999875,-0.9991226,0.99987835,-0.9998619,-0.99975866,-0.9727686,0.9999933,0.9988737,-1.0,-0.9995215,1.0,-0.9999998,-0.9988316,-1.0,-0.9997357,-0.99999976,0.9999921,0.999982,0.9843687,0.9994773,-0.9746362,0.99951804,-0.99999046,-0.8861981,-0.9999418,0.94693816,-0.97797596,-0.9789268,0.9999987,0.99994856,0.9899835,-0.99999994,-0.9789623,-0.99999976,-0.97686934,-1.0,-0.99997735,-1.0,-1.0,-0.99999064,-0.9999688,-0.9568932,0.9999501,-0.9999954,-0.8852903,-0.98878455,-0.99999404,-0.9999998,0.99998325,-0.91078305,-0.9996473,0.9999812,-0.9999196,1.0,1.0,-0.99999964,-0.9336621,-0.9999972,1.0,-0.9780005,0.9997743
-1.0,0.9999612,1.0,-0.99088186,-0.9246679,0.88769543,0.99865234,-1.0,0.9999502,0.9998429,0.99967945,0.9999453,-0.99988174,-0.99992275,0.9997173,0.9691559,-0.94999504,0.99997324,0.9999997,-0.99976337,-0.9999971,-0.88245195,0.99954987,-0.52329427,0.99990964,-0.9788463,0.99999964,-1.0,0.99948776,-0.999948,0.99962306,-1.0,-0.83123934,-0.77129734,0.999944,-0.933802,-0.9886381,0.9999525,1.0,0.99999774,-0.9988516,0.99983054,-0.99988,-0.99947375,-0.9637314,0.99998605,0.999282,-0.9999998,-0.9993732,1.0,-0.9999998,-0.9991642,-1.0,-0.99969447,-0.9999992,0.9999631,0.99996966,0.8990466,0.9996576,-0.9064778,0.99812824,-0.9999863,-0.66249305,-0.99989605,0.8678579,-0.9116972,-0.9004611,0.9999905,0.9998045,0.98520917,-0.9999998,-0.79089785,-0.99999905,-0.896823,-1.0,-0.9999489,-1.0,-0.9999997,-0.9999647,-0.99990815,-0.8621644,0.99990827,-0.999958,-0.80338615,-0.93871814,-0.9999791,-0.9999989,0.999979,-0.6915601,-0.9996152,0.999967,-0.99984884,1.0,1.0,-0.99999905,-0.79995775,-0.9999833,1.0,-0.9068464,0.9996804
-1.0,0.9999741,1.0,-0.99657047,-0.7435749,0.8968997,0.9998966,-1.0,0.99997956,0.99994624,0.9998089,0.99998945,-0.99989647,-0.9999254,0.9999279,0.9892988,-0.9273803,0.9999902,0.9999996,-0.99989307,-0.99999833,-0.916935,0.99977034,-0.0044012032,0.99993414,-0.96178675,0.9999998,-1.0,0.99970984,-0.99999106,0.9992707,-1.0,-0.8642778,-0.7554359,0.9999839,-0.8861548,-0.99614614,0.9999843,1.0,0.9999997,-0.9990445,0.99990815,-0.99990386,-0.99980944,-0.95104,0.99999285,0.9973533,-1.0,-0.99950516,1.0,-0.99999994,-0.9997901,-1.0,-0.999809,-0.99999964,0.9999672,0.9999652,0.9669474,0.9995948,-0.8962624,0.9989624,-0.9999978,-0.5015895,-0.9999579,0.8489235,-0.93663096,-0.9530152,0.9999975,0.9999682,0.9815558,-1.0,-0.95792353,-0.9999997,-0.9607845,-1.0,-0.99998194,-1.0,-0.9999998,-0.99998957,-0.99997205,-0.883654,0.9999703,-0.9999911,-0.64588153,-0.9833739,-0.9999854,-0.9999997,0.999986,-0.8809456,-0.9997395,0.9999866,-0.9999076,1.0,1.0,-0.9999998,-0.8484258,-0.9999982,1.0,-0.9413072,0.9998271
