h_2_0,h_2_1,h_2_2,h_2_3,h_2_4,h_2_5,h_2_6,h_2_7,h_2_8,h_2_9,h_2_10,h_2_11,h_2_12,h_2_13,h_2_14,h_2_15,h_2_16,h_2_17,h_2_18,h_2_19,h_2_20,h_2_21,h_2_22,h_2_23,h_2_24,h_2_25,h_2_26,h_2_27
-0.99999595,-0.9996394,-0.9999419,-0.9827043,-0.65659523,0.9999995,-0.98196876,-0.999989,0.99882245,-0.6606484,0.9998025,-0.9880354,0.9999982,0.9955005,0.99976575,-0.99995226,-0.97519904,-0.8832154,-0.83264375,-0.9999728,-0.30712485,0.98453563,0.9999845,0.99973714,-0.9876824,-0.99986696,-0.9993198,0.9913356
-0.99925214,-0.9828978,-0.99602437,-0.12290694,0.35304335,0.9998895,-0.993417,-0.99230593,0.58985096,0.7009306,0.8913142,-0.9999955,0.99870056,0.75666904,0.975375,-0.99991703,-0.99171156,0.40001494,-0.9401381,-0.43981287,0.71602947,0.9962755,0.99991626,0.4225028,-0.2325555,-0.9826147,-0.99240524,0.9921879
-0.8801519,-0.54685944,-0.2826179,0.942198,0.97780335,0.99046016,-0.997778,0.71040714,-0.90825915,0.98980874,-0.5477259,-0.9999999,0.69700444,-0.42728496,0.07950585,-0.999867,-0.9912541,0.9273898,-0.9644554,0.9750766,0.86617225,0.99665827,0.9998142,-0.9869288,-0.2365196,-0.94358283,-0.59703934,0.9831763
-0.99998766,-0.9972133,-0.9990889,-0.536075,-0.83339,0.999998,-0.999582,-0.9988514,-0.10071276,-0.80215937,0.9841463,-0.9999907,0.999486,0.7138891,0.9983129,-0.9993883,-0.92373323,-0.59244764,-0.8127072,-0.98739743,0.9582055,0.9293472,0.99998856,0.61186635,-0.6499903,-0.99235475,-0.9942958,0.9655107
-0.9990399,-0.87753034,-0.9927972,-0.1870446,-0.3235995,0.99935794,-0.9914382,-0.99734384,0.29245,0.39767957,0.46107566,-0.9997738,0.9995204,0.42803878,0.81003904,-0.9996892,-0.9843254,-0.8437553,-0.77241254,-0.7790218,0.9502207,0.9771188,0.9994552,0.89897263,-0.10708586,-0.99156576,-0.9886843,0.9735915
-0.9910815,-0.1164767,-0.56133115,-0.07073979,0.9554436,0.99679387,-0.97334605,-0.41359204,-0.5529179,0.94599724,-0.77427006,-0.9999997,0.9255601,-0.65909374,0.043177757,-0.99985045,-0.99577117,0.36815706,-0.91463506,0.78284127,0.8869992,0.9997086,0.9993192,-0.80271894,-0.39842296,-0.8949309,-0.60482687,0.99116206
-0.99591714,-0.997774,-0.9997749,0.94166213,-0.53540653,0.9440091,-0.99732465,-0.9984509,0.9120618,0.8792578,0.9951165,-0.90639305,0.9999731,0.9460579,0.9695745,-0.9991503,-0.99184406,0.414711,-0.92549664,-0.085118204,0.9037275,-0.15552075,0.9793267,0.96140605,-0.7342338,-0.99333924,-0.9983629,0.98192286
-0.9988413,-0.99988997,-0.9995357,-0.7318179,-0.6688521,0.99940014,0.5627729,-0.99877846,0.999887,0.9815211,0.9999231,-0.99275345,0.99976355,0.9997438,0.9989061,-0.9998173,-0.9962724,0.9541873,-0.99621975,-0.9398894,-0.99075854,0.999718,0.9987528,0.99890554,-0.9973833,-0.9994497,-0.9917929,0.9926096
-0.9500794,-0.98658735,-0.99980164,0.9991504,0.018444002,0.7510851,-0.999955,-0.99754965,-0.053348135,0.80958736,0.98254406,-0.9769149,0.99990726,0.91915673,0.9085837,-0.9992489,-0.96678454,0.94894147,-0.9304008,0.9407071,0.96527773,-0.8237608,0.9809655,0.14247659,0.19464071,-0.9595812,-0.9986845,0.9814462
-0.9999875,-0.99924153,-0.9999584,-0.9869902,-0.3784617,0.9999957,-0.9784355,-0.9999973,0.9985053,-0.9627197,0.9996777,-0.16921352,0.99999964,0.9935499,0.9982805,-0.99990445,-0.94774854,-0.9772482,-0.33746874,-0.99997187,-0.09963297,0.9180737,0.9997989,0.99996895,-0.98652124,-0.9998684,-0.999515,0.9884922
-0.8449824,0.3032088,-0.32878983,0.7590213,0.98799986,0.9820256,-0.9865739,-0.13740052,-0.7943106,0.95678264,-0.8395495,-0.99999905,0.9048976,-0.6991058,-0.6582882,-0.99981606,-0.98413557,0.30080754,-0.8683726,0.9442499,0.8543862,0.99832493,0.9986704,-0.8649573,-0.19223103,-0.8912199,-0.6116299,0.98426867
-0.9999992,-0.9998908,-0.9999746,-0.8652163,-0.78048736,1.0,-0.998943,-0.9999927,0.9921351,-0.93402696,0.9999428,-0.99978983,0.99999434,0.991003,0.9998696,-0.9999457,-0.82177234,-0.913496,-0.73384553,-0.99986935,0.5804153,0.994901,0.99999785,0.9988478,-0.9784693,-0.99960995,-0.9995988,0.9774159
-0.9999987,-0.99995047,-0.99992204,-0.8563252,-0.9485189,0.9999989,-0.9906467,-0.999898,0.9988576,0.80565923,0.9997894,-0.9998277,0.99998087,0.99906033,0.99997485,-0.9999151,-0.9899171,0.22591887,-0.9893443,-0.999686,0.02300269,0.9971689,0.9999966,0.99610466,-0.9861723,-0.99993205,-0.9993501,0.9916698
-0.99758893,-0.40189832,-0.044328757,-0.90707624,0.8162971,0.9999429,-0.9777857,-0.40828204,-0.3585278,0.9887962,-0.7308801,-0.99999994,0.840325,-0.6545623,0.7755581,-0.99973047,-0.99925697,0.32949573,-0.92978585,-0.34140903,0.8423384,0.99973726,0.99989,-0.7651806,-0.591829,-0.981776,-0.050126646,0.9955281
-0.99998844,-0.9989648,-0.9996917,-0.9469118,0.21724021,0.99999934,-0.9370298,-0.99979585,0.99796724,0.22813512,0.9986363,-0.9999925,0.99993813,0.9949949,0.9997201,-0.99998015,-0.97743815,0.13140647,-0.98086387,-0.99876976,-0.7533787,0.99993795,0.99999607,0.966265,-0.9398381,-0.9972794,-0.99931073,0.9937158
-0.9974991,-0.07057143,0.15319906,-0.883528,0.5237652,0.9999573,-0.9926444,-0.47419843,-0.6097404,0.991918,-0.7838169,-0.9999999,0.8278566,-0.7429627,0.7797941,-0.9992897,-0.99945015,0.10539888,-0.909857,-0.6101512,0.92861974,0.9986863,0.9998365,-0.7863313,-0.5413991,-0.9863375,0.23959392,0.9951387
-0.83446884,-0.9973119,-0.97127205,0.7291477,0.1877885,0.9980799,-0.77310586,-0.92314076,0.9469083,0.99395007,0.99458385,-0.9997686,0.9867965,0.9922791,0.92948085,-0.999688,-0.9850602,0.9215256,-0.9921612,0.49444872,-0.9201354,0.9963948,0.99927235,0.880188,-0.9463932,-0.9987041,-0.95016325,0.9902699
-0.99996656,-0.9996086,-0.9997687,-0.7066342,-0.104528636,0.99999446,-0.9710832,-0.9996131,0.9983811,0.8280143,0.9997667,-0.9998965,0.9999406,0.99428916,0.99970865,-0.9999478,-0.98854923,0.35016102,-0.9787512,-0.99765587,-0.6256502,0.99894845,0.99997234,0.9808991,-0.97833914,-0.99852616,-0.9971207,0.99508685
-0.999998,-0.99970376,-0.9999044,-0.9332945,-0.90478647,0.99999964,-0.9716148,-0.999947,0.99863505,0.3299361,0.99986714,-0.9999239,0.99998957,0.997055,0.99990773,-0.9999492,-0.96378404,-0.67910236,-0.9655489,-0.9999272,-0.3909037,0.9988226,0.99999833,0.99783796,-0.97843236,-0.9997602,-0.9989908,0.97573304
-0.9987706,-0.9927774,-0.9999151,0.713604,0.62175715,0.99330914,-0.9992988,-0.9999681,0.8875426,-0.9379903,0.9972319,0.17093053,0.9999969,0.8786148,0.8897044,-0.99966204,-0.8987366,-0.88132083,-0.041029084,-0.8985071,0.9206599,0.13885422,0.9669826,0.99720937,-0.83845633,-0.98907226,-0.9991835,0.9901497
-0.9986724,-0.94502044,-0.9965486,0.536384,-0.31249753,0.9989417,-0.9989762,-0.9979553,-0.01857794,0.4300969,0.7660238,-0.99968475,0.99956626,0.38093078,0.87018067,-0.99958193,-0.9856384,-0.68363005,-0.69755435,-0.48157448,0.9799716,0.8710604,0.99904704,0.82503515,0.10976148,-0.98977053,-0.98887914,0.9829064
-0.9954866,-0.9951019,-0.9987645,0.05532052,-0.8243754,0.9931511,-0.97620213,-0.9995802,0.9944548,0.976052,0.9971958,0.87469214,0.999993,0.99257344,0.9862525,-0.9990998,-0.99882966,-0.27381152,-0.91611975,-0.98733824,0.44259614,-0.7264222,0.9062259,0.99947214,-0.9828474,-0.99988544,-0.9923993,0.998192
-0.99998415,-0.99881065,-0.99990904,-0.8106306,-0.7252709,0.99999785,-0.99506986,-0.9999596,0.99613875,0.168758,0.9995,-0.9975577,0.9999959,0.99525857,0.9997266,-0.99992716,-0.9641476,-0.60658944,-0.92926276,-0.9998649,-0.024444193,0.9605986,0.99998736,0.9966266,-0.9397626,-0.9997061,-0.99933994,0.9832481
-0.99998325,-0.99998,-0.999942,0.29353625,-0.89071417,0.99996823,-0.99818724,-0.99993724,0.99466115,0.16681251,0.99998623,-0.9940775,0.9999568,0.9977072,0.9997232,-0.99970883,-0.94129395,-0.07492596,-0.90391743,-0.990509,0.4014993,0.962649,0.99988896,0.9992256,-0.9955188,-0.9998609,-0.9969965,0.9906108
-0.9999897,-0.9999534,-0.99968326,-0.9674522,-0.98791474,0.9999939,-0.094800815,-0.9998974,0.99990237,0.9169244,0.9999655,-0.9946921,0.99997014,0.99994075,0.9999012,-0.99977815,-0.98925334,0.23808554,-0.9911803,-0.99969393,-0.9457627,0.9995669,0.9999743,0.9999452,-0.99760514,-0.9999902,-0.9969766,0.9841873
-0.959199,-0.6838068,-0.3508037,0.6016879,0.98037946,0.9984598,-0.988662,0.5905761,-0.72079915,0.9902312,-0.47046846,-1.0,0.76592946,-0.5567466,0.4213435,-0.99991184,-0.99285764,0.8208129,-0.96585363,0.8658506,0.7192535,0.99921596,0.99992037,-0.9702995,-0.55284697,-0.9498864,-0.47418952,0.98621076
-0.9999923,-0.99564266,-0.9960627,-0.90793204,-0.850555,0.9999998,-0.9990085,-0.9968742,0.0865847,-0.5725975,0.9702558,-0.9999981,0.9989272,0.6798497,0.9991711,-0.9990108,-0.95992136,-0.7074571,-0.88298064,-0.99751836,0.93077177,0.96982545,0.9999942,0.42920706,-0.8221698,-0.9948242,-0.983302,0.9739719
0.1876952,0.81370044,-0.81242293,0.99901825,0.9709017,-0.5390677,-0.99965364,-0.7824063,-0.9709184,0.85553485,-0.8372773,-0.99942076,0.9710828,-0.7485583,-0.9808786,-0.999597,-0.9644334,0.030118544,-0.47940248,0.9985072,0.99102515,0.8259096,0.9227939,-0.7471888,0.75611174,-0.7421196,-0.90802276,0.9683756
-0.9999301,-0.88399416,-0.85285205,-0.9867771,-0.3686307,0.9999995,-0.82775736,-0.9830558,0.95811087,0.97203434,0.9408192,-0.99999976,0.9965306,0.8779658,0.99595886,-0.99995315,-0.99850476,-0.2625232,-0.9764798,-0.99578804,-0.23990119,0.9998861,0.9999887,0.8793876,-0.9835684,-0.99840087,-0.96851104,0.9966597
-0.99999416,-0.99912804,-0.9999121,-0.94864047,-0.79416823,0.9999982,-0.9755334,-0.9999776,0.99816453,-0.3184078,0.9995757,-0.9953103,0.9999976,0.99510145,0.9995912,-0.99993205,-0.9688524,-0.87150025,-0.90117043,-0.9999305,-0.09670383,0.9913865,0.9999815,0.99930865,-0.9723366,-0.99974924,-0.9993546,0.98345613
-0.97185177,-0.9520945,-0.99901575,0.99107873,0.3740228,0.9264409,-0.9971281,-0.9975071,0.48216566,0.6908214,0.89770347,-0.9951356,0.9996098,0.94922376,0.77332246,-0.9998249,-0.9643157,0.89423525,-0.97597295,0.9458499,0.7476656,0.9580992,0.97966236,0.41964963,-0.29744354,-0.9294996,-0.99835557,0.9948404
-0.9786234,-0.4831003,-0.9586125,0.99223655,0.25273672,0.90926594,-0.99994165,-0.91089714,-0.95107365,0.9757397,-0.4714664,-0.99992514,0.9894103,-0.73388207,0.26165935,-0.9991703,-0.9965666,0.5991675,-0.79269236,0.94831973,0.99881434,0.25573152,0.98473775,-0.89567655,0.5773482,-0.9379901,-0.838789,0.9907227
-0.9999982,-0.9999107,-0.99997246,-0.9861044,-0.61171675,0.9999999,-0.99599797,-0.99999666,0.99783206,-0.95533806,0.99994856,-0.9816166,0.99999875,0.9924574,0.9998058,-0.9999367,-0.9190851,-0.9716063,-0.40336582,-0.99998456,0.13406654,0.9583333,0.9999915,0.9999267,-0.99235517,-0.99992573,-0.9993407,0.9880435
-0.999999,-0.99977404,-0.99985427,-0.97959685,-0.8269677,0.9999999,-0.91831964,-0.99990785,0.99931556,0.55128396,0.9995647,-0.9999936,0.99996907,0.9982462,0.9999739,-0.99998844,-0.98839813,-0.020432353,-0.9928452,-0.9998856,-0.7216849,0.99991095,0.9999993,0.9911333,-0.9890594,-0.9996247,-0.99964315,0.99425626
0.65303725,-0.18523952,-0.50985575,0.64169437,-0.5505184,0.2345097,-0.9274816,-0.9827048,0.9586651,0.9996461,0.9227861,0.9798697,0.99944794,0.9484782,-0.22066869,-0.9907125,-0.9998394,-0.34864876,-0.5939607,-0.2440928,0.5377684,-0.98529744,-0.84546405,0.99936455,-0.9536213,-0.99985933,-0.30447525,0.9990556
-0.9966883,-0.59168947,-0.43375725,-0.65033615,0.92199284,0.9997407,-0.97846454,-0.23254345,-0.3866931,0.9818318,-0.5525298,-0.99999994,0.8727984,-0.6292845,0.69608015,-0.9998511,-0.9982853,0.5489915,-0.93955463,0.29893073,0.83042586,0.99977505,0.99987847,-0.840876,-0.59344506,-0.96062136,-0.30359352,0.99380434
-0.99894845,-0.99839914,-0.9999534,-0.9881158,-0.70447767,0.99840516,0.33532476,-0.99999064,0.9998712,-0.6343061,0.9994109,0.98171854,0.9999996,0.9994749,0.9867887,-0.9996391,-0.9922996,-0.35539603,-0.86497885,-0.99946696,-0.9637529,0.92868525,0.98718536,0.9999931,-0.98728245,-0.9997916,-0.9992563,0.96396106
-0.9881049,-0.6863457,-0.16445522,-0.2266157,0.9636562,0.9994595,-0.9625902,0.4542462,-0.28000596,0.99519694,-0.1786458,-0.9999998,0.5908015,-0.74589515,0.47676283,-0.999874,-0.9979606,0.628759,-0.96694,0.59685016,0.568954,0.9998988,0.9998653,-0.9061188,-0.87286574,-0.95029426,0.17902592,0.99303234
-0.97336984,-0.98464024,-0.99990183,-0.9973701,-0.15604897,0.957578,0.9936046,-0.9999956,0.9999594,-0.96219265,0.99901843,0.99955124,0.9999999,0.9996147,0.48739776,-0.9994003,-0.9754277,-0.7603058,-0.63093853,-0.9979959,-0.998078,0.99462944,0.6503154,0.99999964,-0.9852963,-0.998654,-0.9991338,0.85933447
-0.9999413,-0.999601,-0.9999574,0.7438122,0.06689627,0.9999313,-0.99964505,-0.999927,0.95904106,-0.6112998,0.99986285,-0.99914306,0.99995977,0.9593093,0.9975632,-0.9998462,-0.8493943,-0.2873017,-0.7965708,-0.9648181,0.71497893,0.9804768,0.9998667,0.9764222,-0.93764967,-0.9921541,-0.99749,0.9857254
-0.98252165,-0.72602224,-0.61052084,0.29438916,0.9751188,0.999357,-0.985239,0.14872292,-0.50931734,0.9863788,-0.31996304,-1.0,0.88808423,-0.4560497,0.6813431,-0.99992293,-0.9930205,0.8170439,-0.96432227,0.7267126,0.672953,0.999307,0.9999255,-0.9418102,-0.6270367,-0.9491857,-0.555271,0.99108994
-0.9999998,-0.99992883,-0.9999328,-0.99488807,-0.5247165,1.0,-0.9595252,-0.9999876,0.9988638,-0.9137702,0.9998496,-0.99998665,0.99998134,0.99629873,0.99996424,-0.99999106,-0.9221497,-0.8523899,-0.9366146,-0.99994975,-0.6068294,0.9999243,0.9999995,0.99882346,-0.9955264,-0.9996348,-0.9998168,0.9933459
-0.9953497,-0.21050076,-0.42876893,0.47052076,0.8194719,0.99876,-0.9982952,-0.38669807,-0.92919147,0.98418367,-0.84610087,-0.9999999,0.81655145,-0.8278016,0.600796,-0.9997408,-0.9981747,0.87793094,-0.9249737,0.7763607,0.9803852,0.9979275,0.9993704,-0.98816043,0.10515999,-0.90086514,-0.5336871,0.99317235
-0.99993396,-0.9999127,-0.99952435,-0.9790941,-0.97449964,0.9999565,0.39927238,-0.999906,0.9999456,0.91121185,0.9999704,-0.8037488,0.99998415,0.9999588,0.9995886,-0.9995484,-0.9934202,0.22773945,-0.98037267,-0.99963975,-0.97754747,0.9984849,0.9997352,0.99998885,-0.9976289,-0.999993,-0.9932966,0.98722196
-0.99988335,-0.99359554,-0.9999559,-0.9839619,-0.16026366,0.99979925,-0.774339,-0.99999785,0.9989165,-0.9815621,0.99751496,0.9221548,0.99999976,0.99420774,0.9761043,-0.9998307,-0.9387291,-0.9780972,-0.38128087,-0.9998611,-0.44163457,0.94659626,0.9955503,0.999982,-0.9671343,-0.999376,-0.99977076,0.9705451
-0.9999946,-0.99930817,-0.9999519,-0.98883927,-0.26207483,0.999998,-0.9735828,-0.99999803,0.9978717,-0.98881906,0.9995329,-0.72894883,0.9999994,0.99231994,0.9981402,-0.9999309,-0.8601155,-0.9899531,-0.28695703,-0.99995995,0.05021822,0.98606455,0.9998878,0.9999626,-0.9876466,-0.999792,-0.99975467,0.98658496
-0.9999589,-0.99908423,-0.9998615,0.71041465,0.0031205534,0.99998397,-0.9989903,-0.9993147,0.9862564,0.8660275,0.99961877,-0.9999846,0.9998752,0.9833652,0.9997,-0.9999665,-0.9861407,0.81428635,-0.9870903,-0.9713121,0.27050173,0.9966412,0.9999678,0.59546834,-0.9429738,-0.989296,-0.99827486,0.99686193
-0.9974148,-0.99981,-0.9998197,-0.49395615,-0.7118199,0.9969216,-0.051790424,-0.99956954,0.9997685,0.9269726,0.99996024,-0.8431702,0.999956,0.9993828,0.9956608,-0.9993198,-0.9903627,0.79396117,-0.97738045,-0.9690653,-0.97232205,0.9944797,0.99652445,0.99968773,-0.9929619,-0.9993861,-0.9861803,0.9689241
-0.9999972,-0.9998557,-0.9997952,-0.9847487,-0.91137236,0.99999976,-0.62681603,-0.999915,0.9997707,0.70992774,0.9998136,-0.99987185,0.9999728,0.99959296,0.99995255,-0.99997216,-0.9902514,0.121391065,-0.99259144,-0.9998594,-0.9047977,0.9998845,0.9999963,0.99901617,-0.9949894,-0.9999031,-0.9992695,0.9932855
-0.99998254,-0.9989133,-0.99960226,-0.9201244,-0.17581257,0.99999964,-0.9548672,-0.99972755,0.9967957,0.5099868,0.9983565,-0.9999954,0.99992985,0.9962173,0.99981934,-0.9999857,-0.9775484,0.29296246,-0.9869607,-0.9987648,-0.7428336,0.99977183,0.99999803,0.96103454,-0.9509162,-0.9987161,-0.99947566,0.9936997
-0.999645,-0.9402902,-0.9903583,0.6043372,-0.71189356,0.99988854,-0.9997945,-0.99149036,-0.7390807,0.8522068,0.6260783,-0.99999106,0.99816716,0.03860295,0.97969997,-0.9993032,-0.9924132,0.44526502,-0.90465105,-0.7465717,0.9896086,0.8577876,0.9997526,-0.74552315,0.28065377,-0.98221946,-0.9754813,0.98399734
-0.98882365,-0.9820292,-0.99953437,0.98551726,-0.57444054,0.6932948,-0.99977547,-0.9990598,0.7752959,0.8937187,0.99294794,0.73416185,0.9999921,0.9623438,0.93356043,-0.9991674,-0.99867004,0.638463,-0.83393234,0.107319854,0.9798591,-0.9781143,0.50989985,0.9776479,-0.6780912,-0.9967149,-0.99857515,0.99825895
-0.9991128,-0.9983687,-0.9984426,0.392102,0.54801047,0.9999759,-0.99933124,-0.9946691,0.3427152,0.39231393,0.9920472,-0.9999942,0.99915326,0.62628365,0.98784447,-0.9998258,-0.934032,-0.1489248,-0.8506453,-0.7609378,0.7817668,0.9615918,0.99997914,0.5054901,-0.5797223,-0.9924736,-0.9890257,0.9829318
-0.998552,-0.94693667,-0.90491825,-0.56669295,0.9098299,0.9999498,-0.9742512,-0.64715046,0.19747685,0.95843506,0.49707085,-0.99999994,0.9761311,0.15129173,0.9562527,-0.99992573,-0.9927326,0.77010643,-0.975797,-0.24889798,0.43379948,0.9997562,0.9999768,-0.81056374,-0.7136683,-0.96942884,-0.8580829,0.99212474
-0.99995196,-0.9978974,-0.9999781,-0.98733145,0.103352666,0.9999257,-0.9445903,-0.9999993,0.99769586,-0.9982992,0.99881107,0.9321506,0.99999976,0.9881896,0.9775985,-0.9998189,-0.81538457,-0.9943949,0.29358512,-0.9998909,0.03607266,0.903231,0.99715346,0.9999918,-0.9753885,-0.99945277,-0.9998454,0.9656558
-0.9999995,-0.9999479,-0.99997866,-0.94635844,-0.79985744,0.9999999,-0.9988971,-0.9999947,0.99490076,-0.94018745,0.9999674,-0.999738,0.99999577,0.99135494,0.9999326,-0.9999522,-0.8460926,-0.94410825,-0.6685698,-0.9999615,0.49599457,0.99130404,0.9999989,0.99947244,-0.9879306,-0.9998315,-0.99953514,0.98013973
-0.99999905,-0.99967873,-0.9998456,-0.98721606,-0.7130928,1.0,-0.8625323,-0.99991983,0.999359,0.26915067,0.9994671,-0.9999966,0.9999665,0.99785787,0.99996734,-0.99999225,-0.9834931,-0.16224588,-0.99226195,-0.9998988,-0.81142676,0.99996847,0.9999994,0.99012864,-0.98918885,-0.99934477,-0.99970376,0.9940305
-0.9999975,-0.99990565,-0.99994564,-0.85380656,-0.93059987,0.9999973,-0.9948962,-0.99995667,0.9985076,0.5291763,0.9998227,-0.9959948,0.9999951,0.9983662,0.9999257,-0.9998462,-0.9860628,-0.3867774,-0.9596549,-0.9998599,0.26706487,0.9738203,0.99998826,0.9989404,-0.9815245,-0.99994516,-0.99908215,0.9884703
-0.99863595,-0.9992762,-0.9960577,0.4012677,0.78518647,0.9999937,-0.99973464,-0.98576874,-0.06684754,0.03400182,0.9965873,-0.9999988,0.9963769,0.64639735,0.9885809,-0.99973947,-0.8167173,-0.07363051,-0.80888736,-0.7677536,0.64452386,0.97365636,0.999995,0.14824577,-0.73273605,-0.9950709,-0.9796906,0.97197115
-0.9118635,-0.21071056,-0.75554484,0.7917465,0.98161334,0.9849834,-0.98266673,-0.4797456,-0.6215751,0.94643736,-0.7276864,-0.9999985,0.96481174,-0.41397485,-0.26181853,-0.99991494,-0.9833486,0.4777827,-0.91185606,0.9339405,0.82613117,0.9977454,0.99912256,-0.80565095,-0.1450805,-0.9090733,-0.86969584,0.9863231
-0.99993205,-0.9995855,-0.99976575,-0.8635543,-0.8876093,0.9999902,-0.9441866,-0.9999337,0.9992711,0.70268583,0.99984723,-0.9744705,0.99999326,0.999684,0.9996552,-0.99980575,-0.9775085,-0.05756565,-0.958637,-0.9997433,-0.7823681,0.9711324,0.9999583,0.99974525,-0.9856258,-0.9999713,-0.99820644,0.9853431
-0.999538,-0.9992598,-0.9994364,-0.9471112,-0.5475364,0.9999423,0.5104092,-0.99973536,0.99980366,0.7419752,0.99994814,-0.99680924,0.99995077,0.9992986,0.99706084,-0.999816,-0.9792442,0.1376978,-0.9640006,-0.9974864,-0.9884222,0.9998339,0.9997903,0.99970543,-0.9879858,-0.9992796,-0.99050766,0.96893805
-0.9999984,-0.99966335,-0.9999284,-0.8961297,-0.89092433,0.9999997,-0.9914,-0.9999502,0.99721766,0.19417287,0.99978507,-0.9999473,0.9999917,0.99413496,0.99991596,-0.99995303,-0.9619132,-0.7380904,-0.9585526,-0.99992186,0.10214268,0.997433,0.9999986,0.9953819,-0.9657889,-0.9996571,-0.9993041,0.9764667
-0.23955874,0.7109478,0.4268662,0.98909307,0.9885051,0.81920826,-0.99857557,0.7529449,-0.98206663,0.9777161,-0.9068964,-0.99999905,0.44949073,-0.794413,-0.9299004,-0.9996018,-0.98339283,0.78323364,-0.91604656,0.99604,0.93929774,0.99681467,0.9965974,-0.99217844,0.21431993,-0.775668,-0.5073403,0.9699176
-0.9676288,-0.25709453,-0.24752668,0.2739119,0.98255354,0.99816996,-0.98100984,0.27458432,-0.62557083,0.9881464,-0.6610855,-1.0,0.78550774,-0.74291325,0.10683119,-0.99987954,-0.9949671,0.65747845,-0.94396985,0.83723575,0.7543723,0.9995873,0.9997436,-0.9306371,-0.647524,-0.9192944,-0.18801224,0.9918106
-0.99999434,-0.99988794,-0.99990785,-0.9379525,-0.9149932,0.9999944,-0.9748799,-0.99994874,0.9994309,0.7021274,0.99969536,-0.9781065,0.9999945,0.99935037,0.9999099,-0.9998706,-0.99485123,0.023381453,-0.97688514,-0.99981654,-0.30563566,0.9832353,0.9999565,0.9994903,-0.99027336,-0.99996597,-0.9991314,0.9950827
-0.9995692,-0.9918089,-0.9771489,-0.48290494,0.849727,0.99998516,-0.9898687,-0.87068045,0.24099948,0.84401643,0.879697,-0.99999994,0.9897478,0.31743765,0.98680687,-0.99992996,-0.9821955,0.67634183,-0.97423065,-0.56325024,0.53287995,0.9995771,0.9999879,-0.74811655,-0.8099405,-0.9736583,-0.94827116,0.9911036
-0.9990419,-0.9976479,-0.99961424,-0.99975103,-0.60315037,0.99995404,0.9976187,-0.99998105,0.999993,-0.2531655,0.99964535,0.47119117,0.999997,0.9999352,0.9946204,-0.99996763,-0.99695575,0.1423764,-0.9790588,-0.9998223,-0.99975246,0.99990326,0.9971144,0.99999774,-0.9988287,-0.9998404,-0.99906456,0.9914655
-0.9206743,-0.9961933,-0.9849406,0.9402749,0.29084295,0.99850076,-0.99482393,-0.9064092,0.53957456,0.9868227,0.99198526,-0.9999115,0.9928413,0.9235954,0.9181652,-0.99940896,-0.9712944,0.7606861,-0.977014,0.31641594,-0.09221956,0.9454965,0.9997162,0.30924115,-0.766988,-0.99681866,-0.9494537,0.9774332
-0.5154694,0.62901974,0.3687771,0.88503516,0.99335647,0.9754661,-0.991322,0.5903039,-0.91294867,0.98302644,-0.89894974,-0.99999964,0.6614244,-0.77440035,-0.8220496,-0.9997427,-0.98438746,0.59542394,-0.9101594,0.9756339,0.80591655,0.9986059,0.9987481,-0.9701656,-0.20674239,-0.8627332,-0.28602546,0.98198706
-0.9999989,-0.99973047,-0.9999313,-0.91876704,-0.8889097,0.9999998,-0.991194,-0.9999535,0.9977316,0.20512913,0.9998111,-0.9999617,0.9999909,0.9947781,0.9999399,-0.99995816,-0.96501476,-0.7077514,-0.96347654,-0.9999388,0.010142753,0.9981392,0.9999989,0.99525166,-0.9722479,-0.9996854,-0.99929434,0.9797091
-0.9738565,-0.7643836,-0.4840931,0.47139925,0.9673752,0.9992415,-0.98829156,0.30369186,-0.5692396,0.99330324,-0.17472923,-1.0,0.7475811,-0.6548657,0.5452562,-0.99990046,-0.9954835,0.7663329,-0.96745753,0.75619555,0.665365,0.99944925,0.99989265,-0.95635146,-0.7047571,-0.94769716,-0.4134159,0.9907014
-0.99604553,-0.9564792,-0.9999329,0.73016936,0.28546435,0.9137685,-0.994564,-0.9999567,0.9788659,-0.5983011,0.9924859,0.936569,0.99999917,0.97049946,0.85387033,-0.99965,-0.9849367,-0.3270796,-0.71783364,-0.91809785,0.6900067,0.022331689,0.780725,0.99703276,-0.7946099,-0.9831461,-0.99948645,0.99020606
-0.999795,-0.97614044,-0.9363584,-0.9287145,0.63340497,0.9999948,-0.961348,-0.87356424,0.5068706,0.9190526,0.6597471,-1.0,0.988592,0.50533944,0.98936796,-0.99990594,-0.9951635,0.6551747,-0.9796638,-0.8648037,0.35777918,0.99987835,0.99999166,-0.57411593,-0.7292407,-0.98723567,-0.924074,0.99193925
-0.99660724,-0.7386091,-0.8376725,0.3399979,0.82458067,0.99936783,-0.9946696,-0.64424324,-0.6574733,0.9741113,-0.45441872,-0.99999964,0.9567962,-0.50667655,0.8247453,-0.9998886,-0.9966077,0.79578674,-0.96035534,0.5722331,0.9311079,0.9984337,0.9997336,-0.9454634,-0.32463628,-0.93246526,-0.83019114,0.99354035
-0.99956876,-0.8109188,-0.84640527,-0.93887115,0.45370495,0.9999812,-0.97978455,-0.9343864,0.07169255,0.68206173,0.13975735,-0.99999946,0.9826567,-0.059013546,0.91398937,-0.9995427,-0.9937489,-0.5907757,-0.8585561,-0.88457227,0.8043385,0.9991258,0.99994683,0.34991002,-0.7345327,-0.98844105,-0.76069796,0.9873001
