h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9,h_1_10,h_1_11,h_1_12,h_1_13,h_1_14,h_1_15,h_1_16,h_1_17,h_1_18,h_1_19,h_1_20,h_1_21,h_1_22,h_1_23,h_1_24,h_1_25,h_1_26,h_1_27,h_1_28,h_1_29,h_1_30,h_1_31,h_1_32,h_1_33,h_1_34,h_1_35,h_1_36,h_1_37,h_1_38,h_1_39
-0.36216116,0.999998,-0.8901092,-0.9206307,0.99999976,1.0,0.9995822,-0.994521,-0.72015804,1.0,-0.9999999,-0.9991957,-0.99826187,-0.047384866,0.9733694,0.2137091,0.99999416,-0.9930073,0.9998989,-0.99507046,-0.9999513,-0.99997044,-0.75501233,-0.9467072,0.10404719,-0.9985695,0.65956837,-0.9999242,0.928793,0.99999064,0.99629426,-0.9918203,-0.86117005,-0.999619,-0.999996,-0.99966556,-0.93132544,-0.99986255,-0.97143996,0.99999803
-0.7414871,0.9999999,-0.99976677,-0.9977616,0.99999994,0.9999999,0.9972145,-0.9898529,-0.82282037,0.9999998,-0.9999923,-0.99998456,-0.99997073,0.20952244,0.9999992,-0.85944015,0.9420916,-0.99907136,1.0,-0.9999461,-0.9999871,-0.99999905,-0.90833294,-0.99763733,-0.32166508,-0.99998546,0.9702301,-0.9962624,0.9996104,0.9999997,0.9999014,-0.9836514,-0.9936499,-0.99953353,-0.9999945,-0.9999623,-0.2728513,-0.99974525,-0.7516156,1.0
-0.9425879,0.71553874,-0.8190355,-0.8523571,0.9999917,1.0,0.99656284,0.9981267,-0.9574188,1.0,-1.0,-0.99999905,0.6707526,-0.17724453,0.9884948,-0.999949,0.47063053,-0.955995,0.99262625,-0.9998326,-0.9838478,-0.9998746,0.23427734,-0.99997926,-0.99448466,-0.9498252,0.100843504,-0.99643916,0.74608797,0.9994524,0.9980828,-0.9996093,-0.99950343,-0.9475617,0.32687292,-0.9955817,-0.99630123,0.21482533,-0.97935766,0.99870306
0.12273175,0.99715257,0.85420454,0.88296705,0.9992546,0.99957174,0.72467494,-0.9985412,-0.80862474,0.9999983,-0.99823636,-0.9984381,-0.9961331,-0.79010165,-0.9910339,-0.93298686,0.9999996,-0.991154,0.993685,-0.8858354,-0.99797434,-0.95883787,0.405957,0.6103732,0.28164506,0.39913568,-0.5011527,-0.999907,-0.9888993,0.92034805,0.38176692,-0.9789828,0.8747412,-0.9972726,-0.9996779,-0.85538894,-0.057281997,-0.9984514,0.72282815,0.99400836
-0.999928,0.9999999,-0.99906355,-0.97280514,1.0,1.0,0.99970376,0.97386205,0.36714652,0.99996084,-1.0,-0.99999404,-0.9972685,-0.9350213,0.9999923,0.96049225,0.97391915,-0.9991127,0.9999999,-0.9999978,-0.99998647,-0.9999998,0.9660055,-0.99998033,-0.9376363,-0.99958223,0.9999993,-0.99998665,0.99999034,1.0,0.9686751,0.99099,-0.9098587,-0.9999289,-0.99999946,-0.9999974,-0.99997485,-1.0,0.99351895,1.0
-0.6912029,0.9999993,-0.9815457,-0.9983138,0.9999998,0.99999994,0.9999647,0.78456116,0.042057656,0.99999535,-0.9999911,-0.9987523,-0.9972696,-0.63676786,0.99985456,0.6158559,0.99936265,-0.9998045,0.9999923,-0.99990046,-0.99914855,-0.99999666,-0.43782535,-0.9997675,-0.9890614,-0.9989185,0.9929387,-0.92613846,0.99593055,0.9999783,0.9999871,-0.9394459,-0.9253024,-0.9999785,-0.9999837,-0.99982417,-0.99874204,-0.9999366,-0.984511,1.0
0.81826705,-0.069717154,-0.9284829,-0.116570264,0.9941542,0.999024,0.3899899,0.9867306,-0.97561115,0.9999196,-0.9974647,-0.9608513,-0.9596747,-0.99075466,0.9776939,-0.7175891,0.9981365,0.87407494,0.96664524,-0.14447568,0.087970436,-0.7641111,-0.99108297,-0.8510772,0.66696745,-0.78589165,-0.5478564,-0.99260753,0.08161738,0.99105173,0.98196894,0.42961946,-0.9931661,0.09606574,-0.41799524,-0.9591075,0.33252874,0.5743545,-0.5996042,0.7380296
0.32988778,0.48901957,0.0011728473,0.46849588,0.99402183,0.9994444,0.6982559,0.75660175,-0.88073677,0.99999946,-0.9991233,-0.999971,-0.89019644,-0.9252223,-0.9813018,-0.9971154,0.9999451,-0.93581176,0.9965574,-0.9815366,-0.92637473,-0.8503328,0.16738038,-0.88760006,-0.7388278,0.7046092,-0.01653516,-0.99983263,-0.9876502,0.9535525,0.54017687,-0.9736664,-0.8565089,-0.95038885,-0.361371,-0.877296,0.4971464,-0.94655496,0.78130263,0.96430504
0.5746585,0.6737909,-0.5070004,-0.07623098,0.99665993,0.9999121,0.8924143,0.70513743,-0.90034324,0.99999964,-0.9998448,-0.9999131,-0.7895437,-0.8919004,-0.82237804,-0.99577004,0.9998572,-0.90445197,0.9973698,-0.98802114,-0.7849639,-0.90013826,-0.6310862,-0.9255628,-0.613249,0.06173214,-0.15740979,-0.9996706,-0.96726245,0.9650991,0.8257865,-0.9774671,-0.97656107,-0.9573609,-0.37338457,-0.94487655,0.32963687,-0.80450296,0.2934204,0.9727303
0.38166824,0.79065907,-0.38923073,0.030322682,0.9976607,0.99989045,0.92430025,0.8338522,-0.850549,0.9999999,-0.99984765,-0.9999691,-0.87627316,-0.8590776,-0.911453,-0.9961047,0.99988097,-0.96378535,0.9977282,-0.98940384,-0.9262155,-0.9434432,-0.4638562,-0.9551468,-0.81563675,-0.22744435,0.061255895,-0.9996203,-0.9629474,0.9817253,0.8999048,-0.9945856,-0.9703451,-0.96992517,-0.49859682,-0.95230687,0.20781079,-0.94831675,-0.023087844,0.9875747
-0.6499959,0.99997145,0.9964925,0.9964545,0.99997795,0.9999791,0.9437821,-0.99999774,-0.9752845,1.0,-0.9999902,-0.99978864,-0.99987775,-0.6981391,-0.99998575,-0.9787006,1.0,-0.99990046,0.99366504,-0.46308053,-0.9999395,-0.99730253,0.47772625,0.819899,0.5603232,0.93949175,-0.960028,-0.9999998,-0.9999051,0.8843902,-0.45989823,-0.9996054,0.99293834,-0.99976456,-0.9999973,-0.43121892,-0.1467863,-0.9999814,-0.0043851817,0.9993927
0.862153,0.503705,-0.8044547,0.7480051,0.99869287,0.9999335,0.55309093,0.89633805,-0.99922645,0.9999972,-0.9999426,-0.9754802,-0.99623513,-0.99953556,0.7142768,-0.91163266,0.9998776,0.85561067,0.92015964,0.36215636,0.52147424,-0.91230935,-0.9978745,-0.8622089,0.9634378,-0.030205555,-0.9227562,-0.99992263,-0.74237216,0.99171126,0.9345899,0.045871314,-0.99504876,-0.40392828,-0.70914006,-0.86297154,0.35525408,0.025886089,-0.93721354,0.56756777
-0.90538746,0.99923867,-0.9799066,-0.15982135,0.99999356,0.99999774,0.99469537,-0.64088666,0.9856089,0.9999992,-0.9999793,-0.9999998,-0.99561936,0.7429935,0.8721544,-0.8621112,1.0,-0.9840396,0.9999727,-0.9586402,-0.99961513,-0.99999344,0.99269116,-0.98357016,0.98502636,-0.9934765,0.9999908,-0.99999833,-0.643709,0.99693537,0.9318477,-0.9926797,0.96038985,-0.96127325,-0.9999639,-0.9993338,-0.6138914,-0.99999267,0.9998361,1.0
0.9834375,0.7945163,-0.9575798,-0.959285,0.9893885,0.9963167,0.93702567,0.9242628,-0.6288179,0.9999693,-0.9407214,-0.99866056,-0.9495901,-0.8730527,0.7797937,-0.88877237,0.9998396,-0.034553688,0.9981372,-0.9336793,-0.6032109,-0.9178355,-0.5983745,-0.9292981,0.3244558,-0.3705712,0.48881662,-0.98237354,-0.6009291,0.98635846,0.99404275,-0.84587896,-0.90550125,-0.90845203,-0.42852008,-0.96694297,0.8604056,-0.4516877,-0.20446768,0.98254526
0.0605503,1.0,-0.99964076,-0.9999622,1.0,0.9999998,0.99623406,-0.99970317,0.3993109,0.99999976,-0.9997716,-0.99986434,-0.99968284,0.9866439,1.0,-0.89109904,0.62816393,-0.98122996,0.9999993,-0.9925396,-0.9999999,-1.0,0.98481727,-0.9996254,0.8683402,-0.9998058,0.9998368,-0.91237104,0.9998319,0.99999917,0.999995,-0.99477017,-0.18200395,-0.9239512,-0.9999938,-0.9999734,0.7505085,-0.9979419,0.9942534,1.0
0.96137595,0.8189395,-0.96762997,-0.930826,0.9925169,0.9988472,0.9686189,0.9446249,-0.8008997,0.9999896,-0.9963344,-0.9995174,-0.9421059,-0.77865165,0.59847736,-0.9106993,0.9996901,0.111523256,0.9969713,-0.9137903,-0.46620744,-0.9623855,-0.78532046,-0.9734777,0.60527927,-0.449716,0.3131602,-0.99642766,-0.52237236,0.9921791,0.9861115,-0.9354887,-0.9612004,-0.851893,-0.0855484,-0.9531161,0.851583,-0.38757575,-0.8333124,0.9827368
0.62084705,0.6429172,-0.9765568,-0.19314587,0.99266803,0.9930179,0.09799399,0.9288031,-0.907643,0.9999437,-0.9833723,-0.9933396,-0.94782114,-0.49856845,0.9919696,-0.4006549,0.97990364,0.18639638,0.99796486,-0.9289124,-0.44852817,-0.8419627,-0.9814536,-0.9322188,0.14103684,-0.8456412,-0.00855945,-0.9256224,0.47187355,0.98684955,0.99108326,0.13352548,-0.9889116,-0.6891713,-0.6127379,-0.9828469,0.49240276,0.6604871,-0.50457525,0.8552856
0.86494803,0.48158878,-0.96099347,-0.96171606,0.9964553,0.9999994,0.9850959,0.9835155,-0.998489,0.9999991,-0.9999989,-0.9969758,-0.7825091,-0.9995741,0.93969816,-0.99861825,0.956398,0.5576039,0.995475,-0.99498355,0.7977146,-0.9324317,-0.995112,-0.9842642,-0.048684504,-0.7870257,-0.95209116,-0.99928236,0.4273094,0.9986142,0.92420256,-0.4801375,-0.999889,-0.9227357,0.6119769,-0.9432301,-0.44348463,0.69381315,-0.99052453,0.85431755
0.93983114,0.3723951,-0.9783684,-0.49318904,0.9982597,0.9999206,0.79152787,0.9717083,-0.99488753,0.9999946,-0.99984956,-0.97979844,-0.980883,-0.9934406,0.98994094,-0.8436657,0.9980075,0.9098426,0.9818059,-0.35860696,0.38457903,-0.9258663,-0.9977832,-0.9445638,0.8905618,-0.83637714,-0.8264096,-0.9979159,0.18057524,0.99696326,0.9926711,-0.12769113,-0.9986034,-0.23500828,-0.40133563,-0.970252,0.50178677,0.7493796,-0.9652791,0.7826615
0.7630455,0.79441977,-0.64608926,-0.8861399,0.9926978,0.99826616,0.91176987,0.970281,-0.6148114,0.9999998,-0.9977983,-0.99999076,-0.5190106,-0.16518852,-0.23476712,-0.9976714,0.9997849,-0.6672636,0.99813616,-0.9917457,-0.9082357,-0.9474887,0.2915424,-0.99204344,-0.6979138,0.33120155,0.694919,-0.99591506,-0.8523022,0.98514444,0.9606456,-0.99253845,-0.9504348,-0.8560105,0.8109922,-0.94140685,0.8942466,-0.013354348,0.43854007,0.9804963
0.84437054,0.85167855,-0.6710268,0.27355024,0.996712,0.999402,0.4965784,0.27060997,-0.9951281,0.99997073,-0.9974477,-0.9556052,-0.99657506,-0.99823904,0.5585624,-0.89438003,0.9994851,0.041459344,0.9831094,-0.33712378,-0.57971656,-0.8636011,-0.98304766,-0.49088192,0.6774122,-0.20521729,-0.90359807,-0.9991357,-0.67032796,0.9904546,0.9268261,-0.1299494,-0.96733063,-0.81624645,-0.9277521,-0.8659721,0.47818935,-0.7204,-0.72315687,0.8326975
0.7067196,0.58163196,-0.7321954,0.46818435,0.9958507,0.99976915,-0.36809483,0.4911984,-0.9985106,0.9999979,-0.9993903,-0.9948532,-0.9933081,-0.9992307,0.8621816,-0.99066883,0.9982228,0.63947624,0.99320006,-0.914267,-0.42667708,-0.7691933,-0.9757489,-0.6634578,0.72419655,-0.06962629,-0.9005836,-0.9992231,-0.24580096,0.99451476,0.8188165,0.4143831,-0.9870808,-0.82211906,-0.7123685,-0.9041258,0.43715706,0.20933832,-0.14704913,0.46778256
0.6947414,0.99999523,0.08127005,-0.9796421,0.99999493,0.9999999,0.99784577,-0.99999124,-0.8512891,0.9999966,-0.99993664,-0.9942075,-0.9995576,-0.97766304,-0.9578854,-0.6862112,0.99999964,-0.9951076,0.9999733,-0.9971896,-0.9999955,-0.99630165,0.723814,0.9488066,-0.30834106,-0.78585607,-0.914642,-0.9999956,-0.13459097,0.9999819,-0.13478015,-0.708511,0.82139003,-0.9999441,-0.99999934,-0.99284583,-0.14476494,-0.9999921,-0.01764711,0.9999793
0.94194096,0.004615873,-0.97372055,-0.6349282,0.99412316,0.99969697,0.8425124,0.98920006,-0.9589997,0.9999565,-0.99911267,-0.9785048,-0.94571376,-0.9871102,0.96867096,-0.7449139,0.99772394,0.88365096,0.9706242,-0.38232055,0.28842497,-0.84219146,-0.9932102,-0.8988232,0.7861309,-0.93482447,-0.44286603,-0.99321747,0.19842607,0.9953125,0.9901593,-0.45085236,-0.9973236,-0.15736462,-0.23603843,-0.9743297,0.4428837,0.36631268,-0.91859144,0.85186917
0.14955223,0.9996682,-0.91401255,0.2557235,0.99999976,0.9999975,0.6993971,-0.9985283,0.93369424,0.9999997,-0.9988093,-0.99997365,-0.9994683,0.6079787,0.9964991,0.2779611,1.0,-0.40993628,0.9997355,-0.70740145,-0.9999898,-0.99998134,0.9991476,-0.552233,0.99886185,-0.8884945,0.9999325,-0.9999737,-0.15320136,0.99825794,0.99322283,-0.56991225,0.9996458,-0.97997165,-0.99999964,-0.9997866,-0.4997554,-0.99989885,0.9999879,0.9999998
0.06380523,0.99999726,-0.53036386,-0.9869059,0.9999989,0.9999999,0.9977569,-0.99978614,-0.59967744,0.9999985,-0.999966,-0.9988286,-0.9974483,-0.5540815,0.21035606,-0.07861326,0.9999995,-0.99418604,0.99999094,-0.9995123,-0.99999183,-0.99925214,0.78299385,0.0077852965,-0.65240353,-0.7947867,-0.020962818,-0.99996036,0.7077422,0.99998134,0.77526253,-0.20146888,0.677897,-0.99993813,-0.99999803,-0.99856883,-0.6528622,-0.99990153,0.37867388,0.9999926
0.19118881,0.9997099,-0.90691596,-0.77374643,0.9999977,1.0,0.9991311,-0.9998695,-0.13668334,0.99999964,-0.9999999,-0.99907035,-0.9981956,-0.7183159,-0.17368102,-0.43057466,1.0000001,-0.9798395,0.9998986,-0.9891515,-0.99983037,-0.99976254,0.65609145,0.54199237,0.9054714,-0.9857623,0.007892012,-0.9999978,-0.38236716,0.9995616,0.81483763,-0.85922694,0.9017606,-0.9997471,-0.9999999,-0.99844635,-0.97298986,-0.9999586,-0.057419494,0.9999976
-0.923779,0.9998497,-0.3083609,0.66573364,0.99999547,0.9999998,0.9965325,-0.99586594,-0.30972257,0.99999976,-0.99999976,-0.9999932,-0.9975384,-0.6335617,-0.9904428,-0.73111427,1.0,-0.9853924,0.999687,-0.98959154,-0.9997793,-0.9997992,0.8833932,-0.5907668,0.92620504,-0.81897175,0.93967974,-0.9999998,-0.7074108,0.9996054,-0.72536427,-0.9546044,0.89543694,-0.9991989,-0.9999905,-0.9919615,-0.90718955,-0.9999944,0.65676445,0.9999966
0.34521744,0.8740408,-0.48231658,0.51425034,0.99943113,0.9999951,0.9412755,0.9375833,-0.9974121,0.99999905,-0.9999966,-0.9950661,-0.98189116,-0.9989465,-0.014640308,-0.9689239,0.9995106,-0.25123662,0.9450478,-0.8044342,-0.15680669,-0.96733963,-0.992525,-0.9579123,0.33959228,-0.62407213,-0.837904,-0.9998754,-0.52304226,0.9965523,0.918427,-0.859392,-0.9973902,-0.9162142,-0.7580085,-0.9152169,-0.6866594,-0.83830035,-0.98334676,0.91281176
0.27641377,0.8919929,0.6984511,0.42917517,0.99892837,0.99954814,0.4402579,0.8292776,-0.9838939,0.99999994,-0.99974877,-0.99999017,-0.9254976,-0.95771897,-0.9784693,-0.9984884,0.99998975,-0.041816548,0.97421396,-0.90317935,-0.98403966,-0.9341334,0.54761225,-0.968673,0.048810087,0.9702606,0.02405821,-0.99997735,-0.95398873,0.99598145,-0.024699638,-0.9618359,-0.7955362,-0.6937852,0.5999616,-0.73231107,0.92763525,-0.74846447,0.75642955,0.8797753
-0.97039926,0.99999994,0.90463454,0.8738714,0.99999994,0.9999988,0.91702944,-0.999644,-0.9976717,1.0,-0.99999934,-0.99995047,-0.99998975,-0.7734507,0.8097974,-0.9258848,0.9999999,-0.99236786,0.99921876,-0.7275595,-0.9999979,-0.9999937,-0.42781118,-0.9759181,0.85301596,-0.62835324,0.35823604,-0.9999982,0.5326175,0.99998814,0.955862,-0.9966099,0.42379427,-0.99551505,-0.99998915,-0.9813531,0.16439298,-0.9998006,-0.6202365,0.9999852
-0.706688,0.99998236,-0.9785834,-0.9902598,0.9999995,1.0,0.9997162,-0.06924714,0.504946,0.99999964,-0.9999982,-0.9999641,-0.969519,-0.23765478,0.9848386,-0.06534959,0.9997702,-0.99943656,0.99999636,-0.99999565,-0.9998136,-0.999944,0.68302685,-0.99644524,-0.98559487,-0.9980909,0.99442875,-0.9960813,0.98473716,0.9999842,0.99869514,-0.92674094,-0.88938355,-0.99999005,-0.9999785,-0.999945,-0.9978744,-0.9999689,-0.43966302,0.9999995
0.9150467,0.6978956,-0.9524156,0.347293,0.9904827,0.994797,0.28811586,0.41011462,-0.984076,0.99994904,-0.9902835,-0.9695192,-0.99681246,-0.97038895,0.92972195,-0.555996,0.99848217,0.5519119,0.98554015,-0.23916595,-0.10347278,-0.89452404,-0.9882304,-0.69622695,0.941118,-0.6771727,-0.735364,-0.99319434,-0.2771934,0.97851807,0.9843826,-0.32188147,-0.9458426,-0.7351401,-0.91186476,-0.91438377,0.6290681,-0.052603386,-0.91221523,0.76071113
0.9521424,-0.2515602,-0.9899108,-0.9406687,0.9904752,0.9995214,0.5483495,0.99736017,-0.9908982,0.9999648,-0.99888515,-0.9785747,-0.8713301,-0.9915808,0.9996768,-0.94472164,0.9539328,0.99356204,0.9780997,-0.6490669,0.71347696,-0.8692623,-0.99248356,-0.9804846,0.88808656,-0.8030358,-0.53495336,-0.96400523,0.8867015,0.99752885,0.9931561,0.6777942,-0.9989607,0.5877031,0.8276904,-0.9637535,0.75281733,0.9912283,-0.8402393,0.49850208
0.9057384,-0.6039862,-0.97198707,-0.53845125,0.98832166,0.9993467,0.037935328,0.99709255,-0.99607617,0.99997896,-0.99866724,-0.9879083,-0.9238896,-0.99698365,0.9934364,-0.9552512,0.9438267,0.976201,0.96953857,-0.76868045,0.68852705,-0.7160131,-0.988553,-0.9688923,0.7201258,-0.32160673,-0.7327982,-0.9862475,0.57823855,0.99498266,0.9771758,0.70036256,-0.99847406,0.1658772,0.778322,-0.93570036,0.55216324,0.95783955,-0.7887712,-0.056557287
-0.899078,0.9998169,-0.99976915,-0.5167333,0.9999999,1.0,0.60239446,-0.99196494,0.63056874,0.99999905,-0.9999816,-0.9999963,-0.9984279,0.85279644,0.99998975,0.16821817,0.9982888,-0.55853873,0.9999976,-0.99693996,-0.9999845,-0.999997,0.9796713,-0.9765813,0.9957585,-0.9986695,0.999979,-0.99998134,0.993374,0.99998844,0.9331766,0.25680915,0.21412914,-0.9226718,-0.9999948,-0.99998313,-0.3110219,-0.9999122,0.9999646,0.99999994
0.641848,0.36182725,-0.9029113,-0.7881295,0.9918858,0.9999189,0.95647365,0.8799235,-0.81050587,0.9999991,-0.9999138,-0.99992496,-0.5456577,-0.66448814,0.122731455,-0.99645776,0.99877304,-0.68897635,0.9979069,-0.9923356,-0.44892862,-0.95968395,-0.42395037,-0.97816306,-0.31990784,-0.2529811,-0.02674134,-0.99856645,-0.84105575,0.95994025,0.91912514,-0.9618152,-0.97002095,-0.92044806,0.04934276,-0.94068474,0.13328037,-0.09497056,-0.29770243,0.982524
0.9263363,0.99987197,-0.6058483,-0.99208903,0.99997956,0.9999998,0.9979482,-0.9998861,-0.7203037,0.99999964,-0.9999753,-0.99701476,-0.9965432,-0.8929068,0.8212183,-0.9907534,0.9999992,-0.9363822,0.99966675,-0.94866264,-0.9997181,-0.9995936,0.73713297,0.1736538,0.86779845,-0.8705764,-0.48453972,-0.999944,-0.6210578,0.9989853,0.95394033,-0.98446196,0.68206877,-0.99600977,-0.99996156,-0.98527044,0.2619141,-0.9968323,0.5250101,0.99998176
-0.19631073,0.9999067,-0.9997503,-0.9981633,0.9999966,0.9999998,0.9713104,-0.9775339,-0.97386235,1.0,-0.9999994,-0.99996793,-0.99416107,0.87819725,1.0,-0.9994152,-0.9858811,-0.78755337,0.99998945,-0.9982908,-0.99914175,-0.9999988,-0.6447254,-0.99980116,0.8571333,-0.9996043,0.7996531,-0.9525563,0.9988819,0.99997455,0.99985784,-0.9983235,-0.9983695,-0.6840423,-0.978328,-0.99906814,0.6246223,0.43755972,-0.74433476,0.9999933
0.4350986,0.7511695,0.84907454,0.9875912,0.99628437,0.9999118,-0.3305372,-0.954195,-0.99932975,1.0,-0.9999803,-0.9997384,-0.9967265,-0.9991506,-0.99625134,-0.9993855,0.99999636,-0.12878165,0.9032395,-0.7858143,-0.8334667,-0.8065639,-0.6460204,0.027872624,0.94865227,0.94205827,-0.9741017,-0.99999666,-0.9915837,0.94892204,-0.70640063,-0.9343723,-0.46705288,-0.9645662,-0.9081667,-0.17118666,0.44454938,-0.86434025,-0.19286402,0.07730913
-0.5670607,1.0,-0.9684761,-0.98613465,1.0,1.0,0.9977713,-0.99982876,-0.98760784,1.0,-0.99999964,-0.9973193,-0.9999431,-0.71613467,0.9999984,-0.9706036,0.8329895,-0.9994147,0.99998975,-0.9985966,-0.9999897,-0.9999995,-0.9337989,-0.99389887,-0.1678428,-0.9999398,0.52130497,-0.99107414,0.9980834,0.99999785,0.9999473,-0.99948496,-0.9923486,-0.99952364,-0.9999974,-0.9997258,-0.8524477,-0.9995943,-0.9725913,0.9999997
0.9765372,0.99999994,-0.99611235,-1.0,1.0,0.9999999,0.9999992,0.16149095,0.9995986,0.99999833,-0.99935424,-0.99999774,-0.88536036,0.99837035,0.99993527,0.48229456,0.9999997,-0.86871594,0.9999817,-0.9860391,-0.9999999,-1.0,0.9997705,-0.9998793,0.3864703,-0.9994154,0.9999995,-0.99622834,0.997503,0.9999999,0.9999815,-0.9999595,0.429054,-0.9602962,-0.998999,-0.9999894,0.9676801,-0.9999857,0.9624083,1.0
-0.6370364,0.9999907,0.17767915,0.78669685,0.9999994,1.0,0.99961025,-0.9999865,-0.08208582,1.0,-0.99999994,-0.99999154,-0.99983406,0.7873326,-0.9996598,0.020209368,1.0,-0.9992778,0.9998362,-0.9583256,-0.9999925,-0.99992865,0.82841766,0.27032718,0.92886895,-0.82201886,-0.14161704,-1.0,-0.9794759,0.9993923,0.39636526,-0.99915653,0.9960791,-0.99995923,-1.0,-0.9920208,-0.89441866,-0.9999987,-0.92700005,0.9999985
0.45051718,0.38990447,-0.18248616,0.23587012,0.9961331,0.99977046,0.78749853,0.94427735,-0.90815735,0.99999964,-0.9997121,-0.9999699,-0.8124855,-0.94647896,-0.9280839,-0.9973554,0.99992186,-0.7821721,0.9925971,-0.9746095,-0.84851724,-0.89387256,-0.12022617,-0.95832765,-0.5903481,0.55712193,0.2162883,-0.9997891,-0.9708741,0.9736078,0.7430597,-0.97598267,-0.95104945,-0.8947658,0.1884389,-0.9090995,0.46376207,-0.8485541,0.61302143,0.9568638
-0.9198569,0.9999998,-0.9964629,-0.9945935,0.9999999,0.99999994,0.99880016,-0.9978359,-0.5732983,0.99999964,-0.9999924,-0.9999638,-0.99997866,-0.5208523,0.9999956,-0.9471179,0.9965324,-0.99975544,1.0,-0.9991893,-0.9999935,-0.9999999,0.49685958,-0.99737483,0.21672526,-0.9997931,0.99660987,-0.9995684,0.99533314,0.99999636,0.99960816,-0.9879157,-0.5295211,-0.9992291,-0.99999917,-0.9997563,-0.78873646,-0.9999919,0.73404586,1.0
0.081582345,0.99999976,-0.9830567,-0.9999154,1.0,1.0,0.9998928,-0.9714521,-0.15161425,0.99999994,-0.9999979,-0.9999583,-0.9960259,0.86603355,0.9999995,-0.99232197,0.99831915,-0.9776368,0.9999218,-0.86440754,-0.9999936,-1.0,0.95897096,-0.9999399,0.80310273,-0.99356085,0.99917686,-0.99912065,0.9784836,0.99999166,0.9999552,-0.9998338,-0.67973,-0.7032786,-0.99911785,-0.9992392,0.7370969,-0.9969533,0.8346453,1.0
-0.7486427,0.9980256,-0.50113505,-0.9082496,0.99999136,0.99999994,0.99929976,-0.35863787,0.7601063,1.0,-0.99999964,-0.99999446,-0.791296,0.4488715,-0.19729094,-0.9847411,0.9999973,-0.9983197,0.9997965,-0.9995322,-0.99986833,-0.99967,0.93229467,-0.9739953,-0.96681947,-0.9900426,0.92432284,-0.9996713,-0.23301578,0.99934644,0.9874579,-0.99907696,-0.24192461,-0.99912125,-0.99967027,-0.9988152,-0.984479,-0.99961996,0.19877523,0.99999595
-0.09733666,0.9997755,-0.97127897,-0.17878702,0.99998605,0.99999756,0.9329457,-0.9999487,-0.042787805,0.99999994,-0.99997103,-0.9999892,-0.9996314,0.72594786,0.9267623,-0.95740515,0.99999803,-0.9851391,0.9999871,-0.9933004,-0.9999247,-0.9999227,0.8859659,-0.35130006,0.9817619,-0.9855749,0.9078967,-0.9999695,-0.29378206,0.99841195,0.94780916,-0.99235773,0.9326154,-0.9981198,-0.99999696,-0.99785626,-0.046951648,-0.9995454,0.93924874,0.9999967
0.7510747,0.9999978,-0.9998614,-0.9976919,0.9999998,0.9999953,-0.01878135,-0.99997497,0.6026844,1.0,-0.99266756,-0.9999932,-0.999097,0.9976434,1.0,-0.88968146,0.6363423,-0.30087197,0.9999996,-0.9999672,-0.9999984,-0.9999985,0.99531287,-0.98878634,0.99538404,-0.9997939,0.9999188,0.0045218896,0.99994916,0.9999929,0.99994516,-0.9735108,0.6291728,-0.9969145,-0.99998486,-0.99999064,0.8222682,-0.9022398,0.9990567,0.99999917
0.47247025,0.99491715,0.91095006,0.7814403,0.9980024,0.9998583,0.9449762,-0.9999582,-0.7778996,0.9999994,-0.99956214,-0.99951375,-0.9963589,-0.7333334,-0.99988264,-0.9938509,1.0,-0.9988801,0.996985,-0.9060495,-0.9987353,-0.96682316,0.88476056,0.8939299,0.25461325,0.88489264,-0.9414249,-0.99999446,-0.99966365,0.630245,-0.50103086,-0.9965418,0.9853529,-0.99916184,-0.99989545,-0.44004378,0.13878548,-0.9996317,0.6624354,0.99760586
-0.8013676,0.99993265,0.18841797,0.9456461,0.9999659,0.99999905,0.96799934,-0.99999183,0.178284,1.0,-0.99999917,-0.99999905,-0.9997974,0.02713535,-0.9753628,-0.9943322,1.0,-0.99676687,0.999811,-0.9954101,-0.999935,-0.9998864,0.9691926,0.40740108,0.9948108,-0.98569083,0.9506869,-0.99999917,-0.8990522,0.9932675,0.13455431,-0.9998489,0.99644244,-0.99988085,-0.9999994,-0.98779184,-0.82697487,-0.9999917,0.8508647,0.9999964
-0.9553202,0.9992336,-0.95424503,0.028853524,0.99999356,0.9999991,0.9961037,-0.8870107,0.981081,0.9999999,-0.9999966,-1.0,-0.9952088,0.83532816,-0.09032434,-0.9744281,1.0,-0.99429333,0.9999737,-0.98899496,-0.9998998,-0.9999959,0.99904543,-0.985847,0.9722167,-0.97855514,0.9999781,-0.9999997,-0.793334,0.9974849,0.71199244,-0.9983488,0.98858184,-0.9869949,-0.9999658,-0.99853176,-0.72716373,-0.9999976,0.9996672,1.0
0.98834753,0.9374618,-0.7843359,-0.94350946,0.9871294,0.97795594,0.94151324,0.9662558,-0.69959813,0.99999565,-0.8914106,-0.99992335,-0.96125233,-0.86305505,-0.3466217,-0.97518194,0.9999894,0.16795954,0.99507535,-0.8726593,-0.71008116,-0.9476168,0.0056014513,-0.9816721,0.6956468,0.6160632,0.8658287,-0.99699813,-0.87707675,0.9886692,0.98447317,-0.98648876,-0.82053363,-0.8481673,0.6975983,-0.89282477,0.9871539,-0.62551224,0.05733687,0.9797918
