h_3_0,h_3_1,h_3_2,h_3_3,h_3_4,h_3_5,h_3_6,h_3_7,h_3_8,h_3_9,h_3_10,h_3_11,h_3_12,h_3_13,h_3_14,h_3_15,h_3_16,h_3_17,h_3_18,h_3_19,h_3_20,h_3_21,h_3_22,h_3_23,h_3_24,h_3_25
0.7897443,0.5937781,0.99948806,-0.97598785,-0.9580356,0.996699,0.9993733,0.9999908,0.91114104,-0.99717414,-0.9991179,-0.9242203,-0.99500513,0.9998217,0.9808477,-0.95796275,0.9606423,0.9398602,-0.87665,0.98234123,-0.97421145,0.73281044,0.8849995,-0.22414255,-0.9018201,-0.8656902
-0.037450116,0.91844803,0.99998873,-0.98485357,-0.7954033,0.9996968,0.9994874,0.9999976,-0.16195033,-0.972485,-0.9995956,-0.969235,-0.51163065,0.9996084,0.79470927,-0.9976165,0.77492875,0.91800773,0.77241397,0.67814595,0.04710138,0.3029058,-0.23459163,-0.50698936,-0.93019855,-0.6247593
0.9393528,0.390166,0.99909776,-0.9600556,-0.88051385,0.99371654,0.9987537,0.99995375,0.976214,-0.99823695,-0.99661356,-0.9109794,-0.9953459,0.9992162,0.9773027,-0.92362016,0.9375524,0.92224216,-0.92950326,0.98515385,-0.98035747,0.5864749,0.96279943,0.14160581,-0.83859605,-0.915008
-0.9998891,0.99997616,0.9981399,0.7942564,0.99331224,-0.3103421,0.05475077,0.800521,-0.9999562,0.4069567,0.8032565,0.9508997,0.9999933,-0.997385,-0.9999928,-0.9985147,-0.8045851,0.99643666,0.99993086,-0.99994755,0.9998753,-0.99440527,-0.9999575,0.986447,0.80015457,0.98408467
-0.9998595,0.99999005,0.99995667,0.88537663,0.919386,-0.65265065,0.45317295,0.98968416,-0.9999944,-0.8643781,0.101937786,0.99946576,0.9999964,-0.999428,-0.9999959,-0.9999506,-0.56007755,0.9995728,0.99998486,-0.99996394,0.9999968,-0.9649697,-0.99994296,0.99798715,0.9636264,0.9901033
-0.9999884,0.9999868,0.9920101,0.9917261,0.99562013,-0.99092394,-0.8324334,0.03281556,-0.99999774,0.82137185,0.9499834,0.9990257,0.99999946,-0.99995005,-0.99999976,-0.99176013,-0.86654365,0.9979951,0.99989986,-0.9999933,0.9999601,-0.9963023,-0.99999803,0.9990702,0.98335063,0.9983894
-0.9967887,0.999897,0.99999917,0.9808144,0.14693388,-0.9853482,0.31469715,0.9998153,-0.9993897,-0.22244336,-0.92662984,0.9999004,0.99999934,-0.99075,-0.99999934,-0.99998486,-0.65859306,0.99847287,0.99999416,-0.9999942,0.9999975,-0.94900686,-0.9990277,0.99413353,0.9132087,0.9674095
-0.99993813,0.9999582,0.99845386,-0.35840163,-0.48219445,0.98191863,0.88852,0.9990825,-0.99999535,-0.84491736,-0.9895866,0.26044035,-0.80057955,-0.36616218,0.6193657,-0.99789727,0.30425522,0.9975105,0.69485766,0.83416986,0.9255001,0.34278685,-0.9999909,0.99754065,0.9955642,0.99448305
-0.9999487,0.9999865,0.9993851,0.9998224,0.7624831,-0.99984586,-0.921825,0.47591037,-0.9999995,-0.267351,0.84403664,0.99999475,1.0,-0.99995494,-1.0,-0.99952906,-0.069130346,0.99949044,0.99999803,-0.99999934,0.9999995,-0.92812485,-0.9999938,0.9994385,0.99590683,0.9949632
-0.99977773,0.9999744,0.9999713,0.9997814,0.1152764,-0.9998412,-0.54683876,0.97359073,-0.99999654,-0.74133307,0.120385125,0.9999988,0.9999998,-0.99979997,-1.0,-0.9999677,0.37296334,0.99968034,0.9999995,-0.9999997,0.9999998,-0.7012973,-0.99993837,0.9991659,0.98501647,0.9859466
-0.9352219,0.9983482,0.99997485,-0.8743848,-0.16177374,0.98598015,0.99540824,0.99996686,-0.9400235,-0.9499091,-0.98506606,-0.57064,0.98746514,0.98793787,-0.96687484,-0.99887997,0.43787432,0.97995794,0.99569154,-0.9714565,0.9669712,-0.4048056,-0.90527654,0.042888045,-0.8976458,0.25006968
-0.8426839,0.99787486,0.9999957,-0.7386866,0.4581245,0.9844496,0.98414737,0.9999554,-0.9700924,-0.80606633,-0.9928497,0.14452825,0.98004043,0.54798675,-0.86390156,-0.9997759,-0.4389265,0.9918449,0.9980193,-0.9010177,0.99328303,-0.8994135,-0.9613899,0.7730337,0.27840114,0.38246807
-0.84491736,0.9972156,0.99999833,-0.45972213,-0.0011770495,0.96320695,0.98410493,0.99997586,-0.9727353,-0.8047666,-0.99590015,0.63668555,0.98731893,0.44879436,-0.9428834,-0.9998889,-0.267128,0.9927331,0.99857914,-0.930837,0.9969583,-0.8318866,-0.96386224,0.8540274,0.41354644,0.41685337
-0.95835865,0.99907184,0.9999986,0.079003595,0.19155565,0.7925853,0.9477087,0.9999384,-0.99625367,-0.7401215,-0.99051327,0.9421677,0.99869794,-0.60996985,-0.99506176,-0.9999483,-0.43111068,0.9968293,0.9996083,-0.9905024,0.99949545,-0.8966864,-0.99195105,0.9557678,0.77753115,0.7607739
-0.9999989,0.9999906,0.4116792,-0.1573947,-0.99053514,0.8403912,0.124240234,0.97902995,-1.0,-0.88711095,-0.953442,0.5316094,-0.99759996,-0.64288354,0.9474158,-0.46599254,0.8376368,0.9997391,-0.9272465,0.9968788,-0.4786583,0.8695821,-0.9999998,0.9999865,0.99996185,0.99992573
0.8017822,0.5810692,0.9998819,-0.987601,-0.92667836,0.9992473,0.999596,0.99999607,0.90954363,-0.99453896,-0.9995056,-0.97116566,-0.98500586,0.9998992,0.9757096,-0.97933704,0.9296273,0.8886011,-0.64423037,0.965901,-0.9359278,0.6520476,0.8664287,-0.6046248,-0.95473105,-0.89911664
-0.9999643,0.99998355,0.9979534,0.9770063,0.9932912,-0.9633169,-0.6805955,0.5794065,-0.99999404,0.23761062,0.91015315,0.9986867,0.9999994,-0.9999322,-0.99999964,-0.998774,-0.76697326,0.9984379,0.99996847,-0.99999034,0.9999814,-0.9958826,-0.9999917,0.99871343,0.9747005,0.99644727
-0.9999013,0.9999726,0.999407,0.6773871,0.98505026,0.27809197,0.37071097,0.96851414,-0.9999827,-0.1637091,-0.15261069,0.94883466,0.99993813,-0.9933421,-0.9999338,-0.9990063,-0.775682,0.99774396,0.9996864,-0.9995449,0.9997137,-0.98964864,-0.99993503,0.9885244,0.9327465,0.98016506
-0.9999909,0.99999005,0.98918396,0.9915832,0.9956614,-0.990713,-0.8524336,-0.12566921,-0.9999986,0.85130894,0.9606151,0.9990309,0.9999995,-0.9999525,-0.9999999,-0.9886536,-0.8900252,0.9979231,0.99988747,-0.99999326,0.99996006,-0.9962327,-0.99999875,0.9990528,0.98541147,0.9987091
-0.9995453,0.9999617,0.9999348,0.5519334,0.94123745,0.3870196,0.6921936,0.9957724,-0.9999275,-0.48572662,-0.6606242,0.96402603,0.99991894,-0.97528064,-0.9998712,-0.9997278,-0.7166574,0.99817055,0.9998415,-0.99944603,0.9998444,-0.97988856,-0.9996977,0.9817776,0.87015414,0.9563489
-0.99998045,0.99998546,0.9965552,0.95933604,0.9958354,-0.8885442,-0.63089997,0.4278162,-0.9999929,0.47802147,0.90914863,0.9918172,0.9999975,-0.99980783,-0.99999875,-0.99724805,-0.8275051,0.9979015,0.9999124,-0.9999723,0.9999122,-0.99706036,-0.9999921,0.99735475,0.95997494,0.9946653
0.9579719,0.6791354,0.9999671,-0.7626475,-0.22105464,0.9727443,0.99548775,0.9998055,0.98763347,-0.9885463,-0.96641815,-0.58489114,-0.67695516,0.991559,0.4604452,-0.9840107,0.5294368,0.8848504,0.2088744,0.6922673,-0.17015406,-0.033619177,0.97214866,0.088940986,-0.8370366,-0.9424571
-0.58990175,0.98462605,0.99999386,-0.92358905,-0.6915962,0.9973911,0.9985739,0.9999944,-0.672008,-0.95567423,-0.9984154,-0.8068733,0.7196769,0.99746084,-0.4736415,-0.9988586,0.61763746,0.9551286,0.9732045,-0.4709303,0.8496667,-0.012751185,-0.6631514,-0.09455147,-0.9074638,-0.33781156
-0.99949795,0.9999497,0.9999301,0.8644804,0.9523019,-0.53771406,0.30348504,0.9903788,-0.9998093,0.34046304,-0.48630244,0.9830673,0.99997514,-0.98547715,-0.99998033,-0.99948144,-0.81462544,0.99664444,0.99988353,-0.99983007,0.99986416,-0.99071544,-0.9996518,0.9847261,0.839727,0.9542114
-0.8627077,0.98365813,0.99871266,-0.9784623,-0.5488159,0.9982727,0.9981304,0.9999482,-0.9133502,-0.98823756,-0.9985808,-0.97612417,-0.9699384,0.998567,0.96817815,-0.91728336,0.91946256,0.97768223,-0.68216574,0.968205,-0.95495224,0.30068576,-0.89964104,0.28602737,-0.531091,0.08832949
-0.98128676,0.9963929,0.98899925,-0.82114,0.17628266,0.97950524,0.99231166,0.99922466,-0.9810635,-0.9854701,-0.98810244,-0.8908255,-0.92317694,0.98722583,0.73372257,-0.58455074,0.8840326,0.98560554,-0.7724399,0.92736757,-0.9370017,-0.08406582,-0.9686149,0.7546498,-0.04339523,0.41787902
-0.9999995,0.99999994,0.98968256,-0.27951133,0.9925889,0.83498967,-0.8286977,-0.20535575,-1.0,-0.6475096,0.9557562,0.9456556,0.9996255,-0.9999517,-0.9992367,-0.9975343,-0.9107794,0.9969281,0.9998781,-0.9994927,0.99991107,-0.9828388,-1.0,0.9979986,0.9955786,0.9999284
-0.8942282,0.9985131,0.9999926,-0.95262617,-0.24898048,0.9959491,0.99771005,0.99998766,-0.96036917,-0.93833315,-0.9921402,-0.578824,0.99562854,0.9915298,-0.97618675,-0.99977034,0.25110263,0.9821032,0.99903685,-0.9892984,0.9922294,-0.38176972,-0.92190695,-0.1366253,-0.9421936,0.24174395
-0.9999685,0.9999654,0.9930157,0.8146337,0.9987355,-0.33698848,-0.507359,-0.016938742,-0.9999975,0.64137125,0.7895362,0.94788647,0.99993736,-0.99977857,-0.99995273,-0.98802775,-0.90741813,0.9982523,0.9982125,-0.9993414,0.99855906,-0.9983982,-0.9999874,0.9973539,0.97964555,0.99185854
-0.9999965,0.99999964,0.9993523,0.74562323,0.9852622,-0.29786688,-0.48310125,0.82704794,-1.0,-0.7331613,0.8126294,0.9956488,0.99998856,-0.9999052,-0.9999806,-0.99978006,-0.77075344,0.9982481,0.99998224,-0.99996287,0.9999893,-0.9772118,-0.99999917,0.99742955,0.979032,0.99942106
-0.9999256,0.9999922,0.9998886,-0.0955327,0.9497049,0.87540746,0.5674987,0.98416233,-0.99999917,-0.84191865,-0.46173054,0.9651553,0.99935883,-0.9986253,-0.9982537,-0.9998887,-0.53349847,0.99736094,0.9998184,-0.99808013,0.999907,-0.9279762,-0.9999891,0.9944387,0.9631901,0.99638724
-0.99991196,0.9999933,0.9999286,0.28410167,0.95562965,0.59920913,0.5016561,0.9815013,-0.99999887,-0.87495965,-0.16226277,0.9930879,0.99990606,-0.99932104,-0.9998116,-0.9999297,-0.62266624,0.99904597,0.99992836,-0.9995966,0.99997574,-0.9577675,-0.9999788,0.99674255,0.9676379,0.99477607
0.65691537,0.85374403,0.9999937,-0.9472707,-0.6882799,0.99878603,0.9989463,0.9999927,0.5030157,-0.9762152,-0.9980456,-0.8372807,-0.40517285,0.9974259,0.55675566,-0.99730974,0.5867997,0.9156661,0.84188944,0.5621034,0.39292592,-0.0568501,0.3912718,-0.09156148,-0.9125576,-0.79027194
-0.88715243,0.9987456,0.9999946,-0.82898504,0.6829521,0.9853485,0.9824486,0.99991775,-0.9770401,-0.70666534,-0.98734033,-0.23453052,0.9793701,0.55868775,-0.8285618,-0.9994996,-0.4949689,0.9916934,0.9977838,-0.89768416,0.9901735,-0.9349006,-0.96978927,0.7536417,-0.034374274,0.43063506
-0.999584,0.9999824,0.99998546,0.974508,0.6873483,-0.95391124,0.26496974,0.9972553,-0.99999076,-0.7368071,-0.49375522,0.99996096,0.9999985,-0.9993848,-0.9999995,-0.9999571,-0.5014263,0.99935025,0.99998933,-0.9999858,0.9999994,-0.9396768,-0.99991065,0.99914026,0.9797268,0.9916477
-0.9998965,0.9999887,0.99992424,0.99418515,0.86944026,-0.99482435,-0.21934545,0.990276,-0.9999887,-0.6753097,0.40297765,0.9999725,0.9999999,-0.9998229,-0.99999994,-0.9999287,-0.3808139,0.9993168,0.99999744,-0.9999986,0.9999997,-0.96190155,-0.99996865,0.9991182,0.973566,0.9959935
-0.9950549,0.99863166,0.9996187,-0.732301,0.79548055,0.9936932,0.98110723,0.99956805,-0.99837464,-0.57320946,-0.9899235,-0.7637024,0.8759319,0.6908097,-0.7352646,-0.9943565,-0.037554782,0.9843752,0.9554647,-0.5236339,0.88004774,-0.8495279,-0.9983783,0.80780226,0.46803242,0.76946586
-0.9961366,0.99985236,0.99997586,0.50577486,0.6536496,0.10649605,0.876717,0.99941635,-0.997464,-0.82465935,-0.81637233,0.9291814,0.9998324,-0.41293028,-0.9997977,-0.9994293,-0.34033716,0.9948209,0.9996818,-0.9992353,0.9992385,-0.9102166,-0.9940438,0.9127509,0.120089345,0.84040284
-0.9595077,0.99909073,0.999977,-0.11324686,0.537767,0.78490144,0.9653743,0.9997544,-0.94370604,-0.87089616,-0.92917633,0.45548505,0.996794,0.7802924,-0.99530685,-0.99840397,-0.25202763,0.9844056,0.9974075,-0.9892892,0.99051166,-0.82384884,-0.9275419,0.6481457,-0.49545136,0.35773912
-0.9999813,0.99998283,0.9937267,0.9755389,0.9971675,-0.96032345,-0.74702066,0.015978523,-0.9999943,0.6761539,0.9526929,0.9962779,0.99999917,-0.9999314,-0.99999946,-0.9961006,-0.8499998,0.9977693,0.9999325,-0.99998766,0.9999416,-0.99750036,-0.9999948,0.9979893,0.9629306,0.9964247
-0.98501736,0.99948716,0.9999982,0.37247542,0.29244053,0.5417864,0.90407586,0.999901,-0.9986169,-0.6819345,-0.98649323,0.972905,0.9995422,-0.8062365,-0.9987009,-0.99994785,-0.4893088,0.99745214,0.9997308,-0.9964105,0.99971217,-0.9188391,-0.9964452,0.9711167,0.8432723,0.85314137
-0.99932534,0.9998997,0.9999478,-0.44437462,0.67211455,0.98733336,0.9196834,0.99931157,-0.9999606,-0.6867235,-0.9872608,0.35225978,0.91709447,-0.79994583,-0.81001145,-0.99970853,-0.19049932,0.9829188,0.9961682,-0.8212882,0.9962112,-0.72851056,-0.9998943,0.9581082,0.90587074,0.9749206
-0.9999555,0.99996966,0.9972227,0.99452275,0.99342686,-0.9946833,-0.87016505,0.47985688,-0.9999883,0.715394,0.89866596,0.9994841,0.9999998,-0.9999538,-1.0,-0.99736625,-0.7805221,0.9971421,0.9999653,-0.99999565,0.9999816,-0.9974842,-0.99999064,0.99921936,0.98141116,0.9967363
0.66566247,0.08561026,0.99394107,-0.9853384,-0.9645873,0.9980838,0.9990812,0.99998856,0.9554733,-0.9971448,-0.99901056,-0.98618656,-0.99959064,0.9999388,0.9985547,-0.7822147,0.9500687,0.95406264,-0.9943791,0.9986737,-0.9986599,0.7812601,0.8648092,-0.0609953,-0.69276035,-0.8489429
-0.9999179,0.9999725,0.99951345,0.999855,0.7610061,-0.999871,-0.92747587,0.40036958,-0.9999989,0.14387335,0.78942585,0.99999416,1.0,-0.9999419,-1.0,-0.9994949,-0.08646101,0.9992817,0.99999756,-0.99999946,0.99999934,-0.93893284,-0.9999889,0.9994142,0.9943476,0.99167794
-0.999977,0.9999901,0.9985609,0.95823133,0.9924724,-0.89633214,-0.51766,0.61491257,-0.9999954,0.040516246,0.91480654,0.9972581,0.99999875,-0.99988544,-0.9999993,-0.99920297,-0.7790966,0.9987481,0.9999694,-0.9999853,0.99997854,-0.9947338,-0.9999924,0.99799734,0.96364075,0.9955889
-0.9998182,0.99995613,0.99995404,-0.59585077,0.43907878,0.9902592,0.8757979,0.9989042,-0.9999948,-0.6583951,-0.96927017,0.6264257,0.93860793,-0.9525337,-0.77828145,-0.999913,-0.19310579,0.98492074,0.99824375,-0.9048457,0.99911785,-0.3671983,-0.9999892,0.98012066,0.9486207,0.994625
-0.7162824,0.9970858,0.9999982,-0.58537304,0.25330815,0.9671793,0.98397213,0.99997073,-0.9357326,-0.806524,-0.99213666,0.62478524,0.99219805,0.4922539,-0.9568997,-0.9998844,-0.4787406,0.9919571,0.9990753,-0.96466124,0.9975041,-0.8920119,-0.915634,0.7820372,0.16275772,0.23789974
-0.9999786,0.99998856,0.9918721,0.99976087,0.939161,-0.99976003,-0.979896,-0.789222,-0.9999999,0.7309731,0.9774083,0.9999766,0.9999999,-0.9999808,-1.0,-0.9948179,-0.6056778,0.99878013,0.99999225,-0.99999905,0.9999979,-0.9790627,-0.99999917,0.9994508,0.9971671,0.9974655
-0.99983126,0.9999834,0.9999633,0.9965225,0.7741347,-0.99725294,-0.18885195,0.99447805,-0.99998015,-0.5501233,0.074092,0.99998665,0.9999998,-0.9997316,-1.0,-0.9999449,-0.3431944,0.99919677,0.99999774,-0.9999989,0.99999994,-0.95064014,-0.99994445,0.9991611,0.9692343,0.9943828
-0.9996937,0.9999829,0.99998534,0.9839401,0.73392624,-0.9774178,0.2868642,0.9977338,-0.9999832,-0.77321845,-0.4028493,0.9999666,0.99999946,-0.99940753,-0.9999999,-0.99996734,-0.40912265,0.999415,0.9999944,-0.9999945,0.9999996,-0.941474,-0.99988776,0.998945,0.9689879,0.9911147
-0.99998564,0.9999777,0.9882237,0.8446577,0.99892586,-0.44510502,-0.5945086,-0.07978913,-0.99999845,0.7375071,0.75998956,0.92093587,0.9998845,-0.99969643,-0.9999195,-0.9692648,-0.92061085,0.9978741,0.9962762,-0.998971,0.9966292,-0.99848837,-0.99999267,0.99708945,0.98146325,0.9939708
-0.99999785,0.99999785,0.96312577,0.98087436,0.99710906,-0.95917654,-0.8926629,-0.716721,-0.99999976,0.9169175,0.98437685,0.99583703,0.9999971,-0.9999294,-0.9999986,-0.9483038,-0.96422374,0.9977375,0.99965626,-0.99996966,0.9998826,-0.9972677,-0.9999998,0.9981851,0.9898123,0.99913794
-0.9999973,0.99999267,0.78386414,-0.7272756,-0.96150285,0.98330766,0.63099504,0.99215555,-0.9999999,-0.8869734,-0.9697106,-0.36781225,-0.99774706,-0.1636425,0.98611295,-0.8462696,0.6472142,0.9994716,-0.80962,0.9972643,-0.27531525,0.7894251,-0.9999997,0.99993306,0.99980056,0.99982524
-0.9999973,0.99999493,0.90452665,-0.2345202,0.6114313,0.9747913,-0.574411,0.42360276,-0.9999998,0.76778495,-0.36400777,0.090897486,-0.7748025,-0.9901774,0.122738004,-0.9037454,-0.81947154,0.9923343,0.30302992,0.75917286,0.86430246,-0.7389215,-0.99999994,0.9994719,0.9996058,0.9996114
-0.99992836,0.9999843,0.9996032,0.984724,0.9748059,-0.97985065,-0.46649978,0.936561,-0.9999934,-0.31995592,0.6487107,0.9997501,0.99999946,-0.99988544,-0.99999976,-0.9995858,-0.639205,0.9990549,0.9999812,-0.9999916,0.9999947,-0.98936284,-0.9999805,0.9990965,0.9819188,0.99606717
-0.9981873,0.9999018,0.9998413,-0.018188816,0.97363204,0.87389517,0.79607135,0.98606,-0.9997843,0.25239998,-0.61423075,0.68294615,0.99936914,-0.9334217,-0.9989724,-0.9992505,-0.7805327,0.9936604,0.9994635,-0.9973689,0.99915564,-0.9836932,-0.9993509,0.95588017,0.6734238,0.9205493
0.655314,0.90896285,0.99998397,-0.7300577,-0.40686002,0.97186875,0.99508137,0.99992454,0.7295597,-0.97874653,-0.9841739,-0.2853988,-0.0040622875,0.9828782,-0.11069122,-0.9932255,0.51967967,0.9403226,0.7916087,0.23104146,0.4898791,-0.18774728,0.5597835,0.38932294,-0.7824742,-0.749886
-0.999881,0.9999724,0.9990547,0.32346174,0.99158704,0.74264455,0.40613073,0.87765104,-0.99999255,0.33111358,-0.00038411832,0.8645025,0.99957037,-0.99584407,-0.99958384,-0.9983463,-0.8098546,0.9948936,0.9991652,-0.9984787,0.99937683,-0.9874351,-0.9999612,0.98900247,0.9088399,0.98611915
-0.9997217,0.99996513,0.999978,0.9994894,0.40467843,-0.9996782,-0.28832218,0.9908756,-0.99998856,-0.78095686,-0.08133815,0.99999785,1.0,-0.99978125,-1.0,-0.99997544,0.33265743,0.9996338,0.9999994,-0.99999964,0.9999999,-0.8052874,-0.9998842,0.99918383,0.97578436,0.9872375
0.9997803,-0.82220775,0.99996084,-0.7976489,0.64718676,0.9853752,0.9850981,0.99816495,0.99969894,-0.9857391,-0.94447577,-0.66050184,-0.9859431,0.8383632,0.9453341,-0.98192877,-0.18687743,0.6528656,-0.85245043,0.9797251,-0.6813319,-0.28697985,0.99805295,0.59481496,-0.4083109,-0.9952944
-0.9999221,0.99997586,0.9991058,0.69783527,0.99460095,0.056792658,-0.15194738,0.7944952,-0.9999971,-0.2947953,0.4846895,0.9771835,0.9999212,-0.99963015,-0.99993575,-0.9985116,-0.81622607,0.99899083,0.999477,-0.9992691,0.9996885,-0.9960245,-0.99997103,0.99784344,0.9825819,0.98992205
-0.7393569,0.98985237,0.9999852,-0.3157185,-0.48813185,0.90175974,0.9896381,0.9999439,-0.7028711,-0.95448756,-0.98644006,0.2993405,0.9058141,0.94327354,-0.9262334,-0.99722743,0.5083066,0.969932,0.9751221,-0.79486054,0.92017955,-0.32617712,-0.7807298,0.652816,-0.6554901,-0.05012673
-0.7578698,0.9879118,0.99995685,-0.50530225,-0.6364539,0.9445411,0.99391955,0.99995375,-0.5088456,-0.968504,-0.99069524,-0.27265003,0.6851084,0.9867456,-0.805541,-0.9942465,0.72418576,0.9610787,0.9204849,-0.54314435,0.69824415,-0.034364946,-0.6600291,0.41046712,-0.77187234,-0.21231048
-0.99789035,0.9999178,0.99999493,0.84598064,0.43239594,-0.6709228,0.7623093,0.9996413,-0.999258,-0.7076182,-0.8508985,0.99603635,0.99998933,-0.91208786,-0.9999847,-0.99993753,-0.5050131,0.99776995,0.99996966,-0.99993587,0.9999633,-0.9202383,-0.99843246,0.9708499,0.6151276,0.92900556
-0.9999994,0.9999987,0.95604306,0.99194276,-0.9304637,-0.9872662,-0.95137537,0.33330947,-1.0,-0.45517555,0.027743109,0.99972004,0.93575054,-0.99988276,-0.9958275,-0.97689784,0.6809481,0.9999546,0.99140847,-0.9034018,0.9991269,0.6334252,-1.0,0.9999983,0.999996,0.9999642
-0.99995935,0.9999729,0.9987212,0.99522305,0.99028516,-0.9933929,-0.85086656,0.7396544,-0.9999864,0.7064066,0.73513347,0.99937844,0.99999917,-0.99989754,-0.9999999,-0.9972437,-0.80081755,0.99721825,0.9999329,-0.99998915,0.9999687,-0.9975295,-0.99998385,0.99917185,0.98487544,0.99518394
0.96906006,0.50548637,0.99998367,-0.85507864,-0.43229648,0.9925029,0.9973702,0.9999485,0.9750779,-0.9857957,-0.9897224,-0.5713533,-0.6995446,0.991492,0.588826,-0.9931046,0.44026402,0.88216424,0.45972958,0.72474927,0.041028816,-0.13724655,0.9447017,0.17344767,-0.82597613,-0.9330757
-0.9997875,0.9999814,0.99997306,0.99979323,-0.086135596,-0.9998317,-0.58386654,0.96689457,-0.999998,-0.7119608,0.18563232,0.99999917,0.9999998,-0.999769,-1.0,-0.99996823,0.3088371,0.99966997,0.99999964,-0.9999997,0.99999994,-0.6353815,-0.9999563,0.99907964,0.98613495,0.98618394
-0.9999994,0.9999999,0.94705254,-0.5167921,0.98570484,0.85084593,-0.79361635,-0.48321337,-1.0,-0.71154946,0.8976347,0.811846,0.96369714,-0.99988556,-0.9310577,-0.96916294,-0.80244154,0.9986661,0.9923155,-0.95927423,0.9949044,-0.9516213,-0.9999999,0.99953175,0.99916136,0.9999373
-0.8329196,0.99036294,0.9999709,-0.86311275,-0.45365807,0.9932696,0.9956327,0.99996686,-0.9514343,-0.9607895,-0.9973288,-0.6519665,0.05713028,0.9745007,0.055477057,-0.9955006,0.65209174,0.97947496,0.8688243,0.37336537,0.5385086,-0.29459056,-0.940622,0.68709946,-0.44358563,0.16599722
-0.9999763,0.9999787,0.9963072,0.99434435,0.9937865,-0.99414426,-0.84722036,0.40534368,-0.9999947,0.75034755,0.91523695,0.999429,0.99999964,-0.9999513,-0.9999999,-0.9959902,-0.8097523,0.9978396,0.9999411,-0.9999949,0.99997526,-0.9967325,-0.9999952,0.9992972,0.9844358,0.9977075
-0.9999746,0.99999046,0.9989133,0.980598,0.98836946,-0.9641998,-0.5882731,0.7926716,-0.9999948,-0.130375,0.8814192,0.9990524,0.9999995,-0.9999033,-0.9999997,-0.99932647,-0.71663725,0.9988823,0.9999804,-0.9999917,0.9999889,-0.9936335,-0.99999166,0.9986277,0.97552973,0.99650234
-0.9999252,0.9999914,0.99990237,0.9857792,0.91775274,-0.9797433,-0.10820741,0.98622537,-0.99999285,-0.74919903,0.44570893,0.99990386,0.9999997,-0.9997856,-0.9999998,-0.9999093,-0.47231263,0.9994176,0.9999948,-0.99999565,0.9999988,-0.97063595,-0.9999725,0.99886763,0.9749303,0.995485
-0.99979407,0.99998075,0.9999714,0.9979734,0.64764804,-0.99858177,-0.14461303,0.99429435,-0.9999853,-0.73735005,0.06491203,0.999994,0.99999994,-0.99976736,-1.0,-0.9999683,-0.0573733,0.99946815,0.9999988,-0.9999994,0.9999999,-0.90322304,-0.9999324,0.999156,0.970505,0.99317783
-0.9999416,0.99998546,0.99974334,0.9959349,0.9475148,-0.9955559,-0.5802134,0.95486844,-0.99999183,-0.38037765,0.6218546,0.9999173,0.9999998,-0.9998792,-1.0,-0.99973667,-0.46796972,0.9991364,0.99999297,-0.9999974,0.99999785,-0.98306274,-0.9999788,0.9991703,0.98228806,0.9956627
-0.9705706,0.99959534,0.9999975,-0.17529145,0.5444585,0.8784035,0.949482,0.99988353,-0.99731475,-0.7091306,-0.98297423,0.8742693,0.9987439,-0.5233316,-0.99437267,-0.99993014,-0.55747753,0.99697477,0.99968964,-0.99202466,0.99944746,-0.93351954,-0.9914332,0.9331023,0.6841996,0.75155294
0.99998015,-0.9706288,0.99972343,-0.93362796,0.47765464,0.99108076,0.9920534,0.9981238,0.9999957,-0.9957913,-0.9295144,-0.9495517,-0.9994793,0.98794025,0.99594396,-0.852746,0.42317283,0.28631514,-0.99293375,0.9972977,-0.99121416,0.09226536,0.9999579,-0.25615278,-0.8403455,-0.9993467
-0.999968,0.99998057,0.9979131,0.9921703,0.9914805,-0.99101704,-0.7913961,0.6190819,-0.99999297,0.5115776,0.9041908,0.9994809,0.9999997,-0.9999458,-0.9999999,-0.9983589,-0.7541272,0.9981555,0.99997085,-0.9999958,0.9999865,-0.9958809,-0.9999931,0.99920213,0.9809968,0.9972821
-0.99956375,0.9999269,0.99997663,0.79615325,0.75846773,0.075561546,0.7584023,0.9990858,-0.99988896,-0.6332211,-0.9048552,0.9870902,0.999894,-0.95954156,-0.99988735,-0.9998448,-0.52476996,0.99795365,0.9998043,-0.99916637,0.99988353,-0.94736904,-0.9996957,0.9853327,0.91030455,0.95109487
0.9784331,0.23510094,0.99997824,-0.9346054,-0.6566123,0.9985742,0.9988251,0.99998087,0.9788373,-0.9891994,-0.99672544,-0.815672,-0.907443,0.9972735,0.8516649,-0.9948449,0.50600296,0.849036,0.1926485,0.877159,-0.37911496,0.04638783,0.9483078,-0.06951648,-0.87013173,-0.9552585
-0.9998453,0.9999732,0.99779963,0.66520673,0.9939029,0.050839357,0.24015702,0.8222427,-0.9999435,0.40525183,0.7779076,0.9007726,0.9999895,-0.99507165,-0.9999858,-0.99837816,-0.79937994,0.9958081,0.9999158,-0.99992573,0.9998182,-0.99369687,-0.99994445,0.9801014,0.73092645,0.9810719
-0.9999255,0.999966,0.99800164,0.5526355,0.970961,0.47228807,0.6328679,0.9824295,-0.9999776,-0.71872896,-0.23559141,0.8614952,0.99979264,-0.96363264,-0.99983054,-0.9964003,-0.40615377,0.9973144,0.99892235,-0.9985973,0.9984085,-0.9732879,-0.99991924,0.98017985,0.8612266,0.9779232
